player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Erroll Thompson,43392,LB,MISS STATE,13,12,2.6,0,0,227,46.2,62.5,47.6,54.9,77.2,46.3,16.2,11,1,288,292,11.1,32,45
Christian Holmes,43393,CB,MISSOURI,12,3,6.0,1,0,229,57.4,60.0,85.3,59.5,70.3,78.2,22.2,2,7,209,210,0.5,1,4
Da'Von Brown,43394,S,FAU,14,7,6.9,0,1,165,60.3,58.2,88.1,55.3,53.0,33.6,29.5,18,2,329,340,3.6,12,36
Josh Metellus,43395,S,MICHIGAN,13,14,5.0,0,0,222,72.3,77.2,59.7,62.6,81.9,81.2,3.9,2,1,406,414,5.7,23,35
Linwood Crump,43401,CB,TEMPLE,4,0,,0,0,306,62.4,63.5,77.9,,65.5,80.7,,0,0,36,36,0.0,0,0
Phil Campbell III,43402,LB,PITTSBURGH,13,15,3.1,0,0,268,63.7,66.1,43.9,66.5,68.1,72.9,5.6,2,1,203,208,6.4,13,19
Antone Williams,43409,CB,DUKE,5,0,6.0,0,0,154,54.4,52.9,75.4,,52.6,73.5,0.0,0,0,35,35,0.0,0,1
Dedrion Bacote-Sweat,43412,ED,UCF,1,0,,0,0,323,,68.2,70.7,68.5,60.1,,,0,0,3,3,0.0,0,0
Skyler Thomas,43418,S,WASH STATE,13,14,5.8,0,0,341,51.3,53.0,61.0,66.2,54.9,37.6,26.6,17,2,400,409,3.3,13,33
Milo Eifler,43421,LB,ILLINOIS,13,7,1.9,0,0,187,64.0,58.3,14.3,56.0,56.7,46.3,25.0,13,3,471,478,5.3,25,32
Hauati Pututau,43425,DI,UTAH,14,3,0.0,0,0,328,60.0,61.7,50.4,57.8,66.1,26.2,37.5,3,1,94,96,2.1,2,2
Racheem Boothe,43426,LB,SO MISS,9,12,1.9,0,1,296,65.5,74.2,86.5,62.7,77.8,71.1,10.5,4,0,198,202,7.6,15,22
Jordan Smith,43427,ED,UAB,14,9,1.6,0,1,321,53.9,92.0,0.0,91.5,92.7,76.4,6.8,3,9,222,226,11.7,26,32
Michael Pitts,43431,ED,CINCINNATI,13,2,0.6,0,0,138,61.4,65.5,67.6,62.1,66.9,51.0,21.7,5,1,178,182,8.4,15,16
Jacob Covington,43432,DI,ARMY,13,5,4.0,0,0,114,62.7,66.4,87.0,59.7,67.6,69.0,6.1,2,0,337,342,5.6,19,26
Cedric Stone,43438,S,GA STATE,13,5,11.1,0,1,175,62.4,61.3,44.1,,59.7,56.9,12.5,4,1,295,300,1.4,4,23
Ayo Shogbonyo,43441,ED,ILLINOIS,13,3,3.0,0,0,187,58.8,60.2,74.7,60.1,59.3,48.8,18.8,6,1,372,379,3.8,14,23
Elorm Lumor,43448,ED,RUTGERS,11,2,6.8,0,0,278,63.6,60.2,26.6,63.6,58.4,61.1,4.8,1,3,215,216,1.4,3,18
Daelin Hayes,43449,ED,NOTRE DAME,3,1,0.3,0,0,258,62.5,64.5,83.6,63.7,61.4,80.2,0.0,0,0,44,44,9.1,4,4
John Tate IV,43451,DI,MEMPHIS,14,5,1.8,1,0,218,,71.4,45.3,67.1,72.4,80.0,0.0,0,1,109,112,9.2,10,11
Allen Cater,43452,ED,N CAROLINA,13,2,4.9,0,0,245,43.6,53.3,33.8,59.6,55.9,38.9,23.5,4,3,209,211,2.4,5,11
Trenton Thompson,43455,S,S DIEGO ST,12,5,6.1,1,0,284,70.1,71.1,0.0,61.3,82.0,65.8,8.3,2,4,146,147,4.1,6,17
Noel Cook,43456,ED,APP STATE,14,19,3.8,1,0,108,58.4,62.4,46.9,57.0,67.9,70.2,8.6,5,3,355,357,6.2,22,34
David Belvin III,43463,ED,FAU,9,2,1.0,0,0,165,58.2,47.1,82.9,53.6,42.6,64.2,14.3,1,0,47,48,8.5,4,4
Roland Walder,43464,ED,BOWL GREEN,10,3,2.5,0,1,122,49.7,61.0,85.7,56.8,64.4,81.7,0.0,0,0,137,138,8.8,12,13
Bopete Keyes,43467,CB,TULANE,12,3,12.3,2,0,319,69.5,64.3,50.6,49.0,43.2,43.9,28.0,7,4,355,367,1.1,4,15
Freddie McGee III,43471,CB,E MICHIGAN,11,0,14.0,1,1,160,75.3,73.7,83.7,,60.0,58.5,41.7,5,3,190,195,0.5,1,7
Barrington Wade,43472,LB,IOWA,6,2,3.5,0,0,192,56.4,56.4,76.6,57.9,57.6,31.6,20.0,1,0,20,22,5.0,1,2
Akil Jones,43475,LB,COLORADO,11,14,3.8,0,0,143,39.3,59.8,83.2,70.9,71.2,79.4,4.3,2,0,226,228,8.8,20,31
Demetrius Stitmon,43485,LB,DOMINION,7,3,2.8,0,0,263,57.4,61.3,72.7,55.5,65.3,70.9,0.0,0,0,38,38,7.9,3,4
Jerney Jones,43490,HB,MISSOURI,1,0,,0,0,229,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jonathan Jones,43492,LB,NOTRE DAME,1,0,,0,0,258,,47.9,60.0,,60.0,16.7,100.0,1,0,1,1,0.0,0,0
Carter Coughlin,43498,ED,MINNESOTA,13,5,1.9,0,1,225,79.3,85.1,90.8,81.1,77.1,68.3,12.5,5,0,252,255,10.7,27,30
Nick Niemann,43500,S,IOWA,12,6,6.8,0,0,192,67.7,65.8,48.5,55.7,66.1,74.0,0.0,0,1,196,200,2.0,4,12
Nate Evans,43502,LB,UCF,13,13,3.3,1,0,323,56.4,74.7,57.9,74.9,84.3,85.0,7.8,7,2,319,327,13.2,42,70
Julius Turner,43504,DI,RUTGERS,12,12,2.9,0,0,278,53.6,65.1,14.8,64.7,69.7,38.1,15.8,6,6,300,302,5.3,16,20
Alex Highsmith,43507,ED,CHARLOTTE,13,9,2.4,1,0,136,79.3,85.8,22.7,91.4,72.4,82.6,7.7,4,6,400,402,6.3,25,39
William Kwenkeu,43510,LB,TEMPLE,3,0,0.0,0,0,306,39.0,27.7,71.0,59.1,29.9,25.3,66.7,2,0,18,18,5.6,1,1
Kobe Jones,43511,ED,MISS STATE,13,9,4.3,0,1,227,54.8,65.5,86.6,66.4,62.8,42.8,22.2,6,1,213,215,2.8,6,12
Terry Thomas,43517,DI,GA STATE,13,6,1.7,0,0,175,,66.9,67.4,57.3,72.1,72.0,6.3,2,1,305,308,6.6,20,24
Chris Crumb,43519,DI,BALL ST,12,8,1.9,0,1,117,64.4,75.9,39.9,66.9,79.5,66.8,5.1,2,3,321,323,6.2,20,29
Cedric Wood,43521,DI,FLORIDA ST,12,3,4.7,0,0,167,60.0,69.2,83.0,60.6,71.8,80.8,0.0,0,0,176,179,2.8,5,10
Cassh Maluia,43524,LB,WYOMING,13,14,3.1,0,0,351,55.7,65.3,86.7,69.2,67.9,55.7,13.0,7,0,357,362,5.9,21,33
Dexter Myers,43525,CB,UTSA,1,0,,0,0,331,,60.0,65.6,,60.0,,,0,0,2,2,0.0,0,0
Theo Majette,43526,DI,KENT STATE,12,5,1.8,0,1,201,60.5,78.1,72.7,75.5,75.0,42.4,21.4,9,1,346,352,6.4,22,28
Grayland Arnold,43528,S,BAYLOR,13,1,5.9,0,0,118,81.7,74.1,54.2,68.4,51.6,54.5,26.9,7,1,282,291,3.2,9,18
Frank Coppet,43530,S,VANDERBILT,2,0,,0,0,333,65.8,59.2,73.8,,49.5,,,0,0,10,10,0.0,0,0
Jordan Young,43537,LB,DOMINION,12,18,2.4,0,0,263,70.1,70.2,85.2,60.3,67.7,61.8,15.4,12,0,346,349,11.0,38,48
Darrell Baker Jr.,43542,S,GA SOUTHRN,9,4,10.7,0,0,174,48.3,53.9,83.7,62.7,70.5,56.2,0.0,0,2,94,96,4.3,4,9
Marlon Character,43550,CB,LOUISVILLE,11,1,14.2,0,0,210,63.7,58.5,0.0,77.3,40.1,55.8,36.4,4,2,131,133,0.8,1,6
Chigozie Nnoruka,43552,DI,MIAMI FL,13,2,2.4,0,0,220,,77.7,16.2,57.6,89.4,77.5,0.0,0,2,101,109,5.0,5,7
Caden Andersen,43554,DI,UTAH ST,13,4,2.9,0,0,329,62.7,61.5,81.5,54.6,62.6,79.8,0.0,0,0,118,118,4.2,5,8
Ben Stille,43555,ED,NEBRASKA,12,6,1.9,0,0,238,61.3,70.3,85.6,69.1,66.3,71.7,10.7,3,0,227,227,6.6,15,19
Andrew Tarver,43558,DI,FIU,13,15,3.2,0,0,166,68.3,71.9,65.4,62.1,73.5,63.8,6.7,2,1,220,225,3.6,8,13
Jerome Johnson,43560,DI,INDIANA,13,12,2.2,0,0,190,62.2,76.2,51.7,59.1,86.5,72.7,5.7,2,2,262,264,5.7,15,21
Dylan James,43561,ED,RICE,1,0,,0,0,275,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Eric Popp,43565,LB,OHIO,10,12,4.1,0,1,259,57.5,58.8,82.7,62.8,58.0,65.9,16.3,7,0,284,287,4.6,13,24
Lawrence Graham,43566,LB,TULANE,12,14,2.9,0,1,319,49.8,51.1,0.5,62.0,55.1,50.4,21.2,14,3,320,332,7.2,23,38
Ben LeRoy,43573,DI,N ILLINOIS,10,4,1.3,0,0,254,63.2,74.4,52.1,61.5,79.0,79.6,0.0,0,1,142,147,5.6,8,10
Michail Carter,43577,DI,GEORGIA,6,1,,0,0,173,60.0,48.3,8.3,53.0,52.6,72.9,0.0,0,1,16,17,0.0,0,0
Sam Franklin Jr.,43580,LB,TEMPLE,13,11,6.8,0,0,306,65.9,66.0,7.2,68.9,69.1,47.3,20.0,10,6,420,423,4.0,17,29
Treyjohn Butler,43583,CB,STANFORD,1,0,,0,0,300,56.7,57.0,72.5,,60.0,74.2,,0,0,4,4,0.0,0,0
Robert Cheatem,43596,CB,CHARLOTTE,2,0,,0,0,136,60.6,62.2,67.2,,60.3,,,0,0,6,6,0.0,0,0
Jeremiah Jones,43597,CB,TROY,6,0,,0,0,318,62.7,59.2,79.7,60.3,49.5,76.9,,0,0,16,17,0.0,0,0
Kyle Williams,43601,CB,UCONN,8,1,11.5,0,0,146,59.2,60.6,84.1,,64.4,76.8,10.0,1,0,88,92,0.0,0,8
Nick Oelrich,43609,S,FLORIDA,4,0,,0,0,163,54.5,50.9,75.9,59.5,49.2,76.9,,0,0,19,19,0.0,0,0
Miles Daniel,43623,CB,KENT STATE,6,1,10.8,0,0,201,59.2,65.9,75.7,,74.3,83.5,0.0,0,0,27,27,3.7,1,5
Elijah Barnett,43625,ED,KENTUCKY,1,1,,0,0,202,62.2,66.1,75.9,57.7,64.4,77.0,0.0,0,0,3,3,0.0,0,0
Remy Lazarus,43627,S,GA STATE,9,8,6.8,0,1,175,68.7,67.8,85.8,71.4,62.6,61.0,13.6,6,0,266,270,6.0,16,30
Jabari Watson,43628,ED,BOISE ST,4,0,2.3,0,0,120,,69.2,77.6,54.5,80.1,78.5,0.0,0,0,17,18,29.4,5,6
Jon-Michael Terry,43635,ED,OKLAHOMA,6,4,1.6,0,0,261,45.5,62.8,86.8,59.7,74.5,70.8,0.0,0,0,83,84,8.4,7,8
Jake Hansen,43645,LB,ILLINOIS,9,12,3.5,0,2,187,79.1,80.6,57.2,86.6,74.2,74.1,11.7,7,1,360,364,6.1,22,41
Kyle Meyers,43646,CB,FLORIDA ST,4,0,0.0,0,0,167,55.7,58.5,77.5,60.0,70.2,81.2,0.0,0,1,29,30,3.4,1,1
Daniel Isom,43647,CB,WASH STATE,9,2,5.5,0,0,341,62.2,58.8,31.9,56.2,50.8,47.5,11.8,2,1,178,183,2.8,5,13
Alexy Jean-Baptiste,43651,ED,FIU,9,3,2.7,1,1,166,60.0,71.2,21.5,73.3,68.6,56.7,13.6,3,2,99,101,9.1,9,16
Alex Turner,43661,DI,E CAROLINA,12,7,1.7,0,1,156,57.7,72.3,87.0,59.1,77.5,49.8,11.1,5,0,427,436,6.3,27,33
De'Andre Williams,43664,DI,TULANE,13,15,2.0,0,0,319,60.0,71.1,72.5,62.1,73.8,61.6,10.9,7,1,344,357,9.9,34,42
Jaylin Thomas,43665,LB,BALL ST,12,13,2.4,0,0,117,57.4,77.0,86.3,57.7,86.3,66.7,9.2,7,0,397,401,11.3,45,56
Joe Ozougwu,43676,ED,N TEXAS,10,10,1.6,0,0,251,69.2,68.3,69.8,69.8,63.4,58.8,13.8,4,1,241,243,6.2,15,15
Levi Onwuzurike,43679,DI,WASHINGTON,13,8,2.3,0,0,340,66.4,82.5,32.2,78.7,80.9,73.3,7.0,3,3,217,227,11.1,24,32
Monquavion Brinson,43696,CB,GA SOUTHRN,13,1,7.0,5,0,174,62.0,61.1,0.0,58.3,65.9,60.5,20.0,2,10,317,321,0.3,1,7
Perry Young,43698,LB,CINCINNATI,14,15,3.6,1,0,138,87.1,60.5,64.6,64.8,41.2,76.5,10.8,7,1,405,414,7.9,32,43
Jonathan Smith,43700,LB,N CAROLINA,3,2,6.0,0,0,245,65.0,62.0,73.9,57.5,58.6,79.0,0.0,0,0,28,28,0.0,0,1
Marlon Dunlap Jr.,43701,DI,FLORIDA,7,1,,0,0,163,63.6,60.2,80.9,59.3,53.3,54.1,50.0,1,0,33,36,0.0,0,0
Reese Donahue,43703,DI,W VIRGINIA,12,7,3.9,0,0,343,63.2,62.4,65.5,60.5,61.6,76.8,4.3,1,1,246,251,2.8,7,15
Anthony Trinh,43707,ED,STANFORD,3,0,7.0,0,0,300,60.0,40.0,0.0,50.8,49.4,24.3,50.0,2,1,16,18,0.0,0,2
Jacob Morgenstern,43708,S,DUKE,1,0,,0,0,154,,60.3,,,60.0,,,0,0,1,1,0.0,0,0
Tyrone Hopper,43714,ED,N CAROLINA,12,3,3.4,0,0,245,66.4,69.0,87.4,60.7,71.4,74.0,8.3,1,0,105,105,6.7,7,8
Bruno DeRose,43718,LB,BOISE ST,9,3,4.3,0,0,120,51.3,60.6,77.8,64.3,71.8,63.1,0.0,0,0,40,42,15.0,6,8
Anthony Butler,43726,ED,CHARLOTTE,2,0,4.0,0,0,136,64.0,59.4,75.2,55.8,55.8,77.4,0.0,0,0,7,7,28.6,2,2
Quincy Roche,43734,ED,TEMPLE,13,10,1.4,0,0,306,66.3,93.5,64.4,93.3,86.7,65.1,13.5,5,2,300,303,6.0,18,22
Bryce Morais,43735,ED,BOSTON COL,13,5,3.2,0,0,121,60.0,60.0,83.7,56.1,62.3,47.3,25.0,5,0,125,126,4.8,6,10
Marcus Brown,43739,DI,CINCINNATI,14,9,2.3,0,0,138,60.0,70.0,34.8,70.4,69.6,76.9,3.0,1,3,245,249,6.1,15,23
Elijah Ponder,43743,ED,CINCINNATI,14,7,1.3,0,0,138,66.2,79.2,52.2,68.8,83.0,61.5,9.7,3,2,236,240,7.2,17,21
Chris Martin,43745,DI,GA TECH,9,2,2.0,0,0,176,59.5,45.4,16.6,54.7,46.5,27.2,42.9,3,2,118,119,1.7,2,2
Curtis Weaver,43751,ED,BOISE ST,14,9,1.7,0,0,120,66.7,91.0,68.1,92.4,81.8,64.2,21.6,8,2,326,332,4.6,15,20
Brandon Barlow,43762,ED,BOSTON COL,13,3,1.3,0,1,121,59.6,69.2,87.6,63.6,71.2,65.2,8.0,2,0,208,212,7.7,16,20
Chance Purvis,43763,ED,E CAROLINA,12,5,2.2,0,0,156,60.1,66.6,63.5,59.7,71.1,52.8,19.0,8,2,343,351,6.1,21,29
JaVante Hubbard,43775,DI,RICE,11,3,1.8,0,0,275,60.0,53.3,38.4,63.4,50.2,61.6,6.7,1,2,157,159,5.1,8,11
Austin Schulte,43781,DI,IOWA,12,2,1.8,0,0,192,60.0,59.6,84.3,59.5,57.7,75.1,0.0,0,0,79,80,3.8,3,5
Marcel Southall,43793,DI,FAU,11,2,1.6,0,0,165,57.7,59.2,23.9,55.7,68.4,80.0,0.0,0,2,91,95,9.9,9,10
Rashad Smith,43811,LB,FAU,14,15,3.3,0,0,165,83.3,73.3,87.2,64.3,65.3,73.6,14.7,10,0,368,380,8.4,31,43
Cale Garrett,43813,LB,MISSOURI,5,4,2.3,0,0,229,91.4,89.0,84.0,60.0,78.6,81.6,9.1,3,0,98,99,19.4,19,26
Paddy Fisher,43822,LB,NWESTERN,12,16,3.4,0,1,256,77.6,71.4,85.5,45.5,66.7,53.6,15.1,11,1,350,354,8.6,30,46
Myles Rice,43825,ED,WASHINGTON,4,0,-0.3,0,0,340,53.6,52.1,78.9,55.7,52.9,46.1,25.0,1,0,19,20,15.8,3,3
Xavior Motley,43826,CB,OHIO,10,2,10.7,0,0,259,68.0,69.8,82.6,74.5,68.1,79.6,0.0,0,3,115,116,0.9,1,3
Kenny Hebert,43827,ED,VANDERBILT,11,2,2.3,0,0,333,55.8,56.2,38.8,64.2,52.7,50.8,21.7,5,2,181,184,6.1,11,16
Isaiah Chambers,43848,ED,HOUSTON,10,1,-1.0,0,0,182,56.3,63.8,33.9,78.1,49.2,62.6,16.7,1,1,55,55,5.5,3,4
Terrell Townsend,43854,ED,S JOSE ST,8,1,1.0,0,0,285,60.0,51.9,78.7,53.4,57.4,72.8,0.0,0,0,34,36,2.9,1,1
Sean Brown,43855,DI,S ALABAMA,12,5,1.4,0,0,288,61.5,67.6,88.0,64.4,66.2,61.7,12.5,3,0,298,302,4.7,14,16
Cole Christiansen,43856,LB,ARMY,12,19,5.1,0,1,114,60.4,57.6,84.3,62.4,54.0,74.6,10.9,10,0,377,383,7.4,28,63
De'Jon Harris,43858,LB,ARKANSAS,12,13,3.7,0,0,111,55.4,68.4,84.4,65.8,73.6,73.8,12.3,9,0,314,318,10.5,33,51
David Marshall,43863,ED,GEORGIA,13,3,0.7,0,0,173,60.0,61.0,36.5,58.6,63.9,81.1,0.0,0,1,75,75,8.0,6,9
Patrice Rene,43868,CB,N CAROLINA,2,1,9.5,0,0,245,63.4,59.5,77.4,57.2,46.3,60.9,25.0,1,0,27,27,0.0,0,2
Tyler Pistorio,43875,LB,NAVY,8,0,4.4,0,0,237,47.6,53.7,81.1,72.2,55.1,75.2,9.1,1,0,47,48,14.9,7,10
Derrick Brown,43883,DI,AUBURN,13,8,1.7,0,0,115,71.2,90.4,28.0,89.9,84.7,87.8,0.0,0,5,259,266,9.7,25,28
Randy Wade Jr.,43888,ED,GA SOUTHRN,13,9,2.7,0,0,174,73.1,68.9,69.7,72.3,60.7,60.1,17.0,9,1,270,275,8.9,24,35
William Davis,43891,DI,FAU,14,5,2.8,0,0,165,68.5,62.6,86.6,68.4,54.9,59.6,10.0,2,0,236,244,3.8,9,13
JaJuan Blankenship,43896,DI,TULSA,9,1,5.5,1,0,320,61.8,56.6,44.0,62.1,54.7,43.3,16.7,1,1,100,104,2.0,2,4
Lokeni Toailoa,43897,LB,UCLA,12,15,2.8,0,0,324,54.3,59.6,39.4,60.1,63.9,81.8,2.4,1,1,215,217,7.9,17,26
Noah Jones,43907,ED,TEXAS TECH,1,0,,0,0,315,,64.7,67.3,,62.6,,,0,0,3,3,0.0,0,0
Bo Peek,43908,DI,STANFORD,2,0,,0,0,300,,64.1,72.7,,62.1,,,0,0,7,7,0.0,0,0
Timmy Horne,43918,DI,CHARLOTTE,13,8,1.0,0,0,136,62.4,68.0,85.5,54.5,72.0,79.1,3.0,1,0,329,331,6.4,21,24
D'Andre Christmas-Giles,43925,DI,TEXAS,1,0,,0,0,311,,67.7,72.9,67.1,61.7,,,0,0,4,4,0.0,0,0
Rod Stoddard,43926,DI,ARMY,13,4,1.3,0,0,114,62.9,68.0,69.1,61.7,69.0,79.7,0.0,0,1,284,290,3.9,11,11
Shemarr Robinson,43930,ED,TULSA,12,6,2.1,1,0,320,60.9,70.5,52.2,66.9,71.1,73.9,4.3,1,3,273,279,5.1,14,16
Alex Miller,43934,DI,NWESTERN,12,9,1.4,0,0,256,53.0,79.5,68.3,69.1,83.8,74.3,3.0,1,1,271,274,7.0,19,23
Jairon McVea,43938,S,BAYLOR,9,0,6.4,0,0,118,74.6,73.9,83.5,,69.0,70.1,20.0,2,0,104,106,3.8,4,8
Ray Thornton,43941,ED,LSU,7,3,4.8,0,0,211,67.7,70.1,83.7,59.6,74.8,81.1,0.0,0,0,39,40,7.7,3,4
Connor Murphy,43946,ED,USC,7,0,5.0,0,0,326,62.4,63.6,81.8,58.4,65.6,77.5,0.0,0,0,53,54,1.9,1,2
Tyler Hall,43958,CB,WYOMING,12,3,8.5,0,0,351,72.6,70.5,24.9,58.6,61.5,74.9,21.4,3,5,355,359,1.4,5,8
Nolan DeFranco,43973,ED,N CAROLINA,1,0,,0,0,245,,59.5,69.8,56.7,61.2,,,0,0,3,3,0.0,0,0
Pat Jones II,43974,ED,PITTSBURGH,13,5,2.1,2,0,268,63.9,82.5,36.4,84.2,75.7,49.1,17.6,6,4,263,269,7.2,19,23
Jeremiah Littles,43977,ED,S ALABAMA,12,5,0.3,0,0,288,,61.2,79.6,62.3,59.0,57.6,11.8,2,0,124,126,6.5,8,10
David Hood,43980,DI,TOLEDO,12,4,2.6,0,0,316,,57.0,82.2,59.8,54.4,66.7,7.7,1,0,153,156,3.3,5,8
Bradlee Anae,43982,ED,UTAH,14,5,3.0,3,0,328,46.1,74.7,15.2,88.3,65.0,47.3,22.2,6,7,275,280,4.0,11,16
Gary McCrae,43985,ED,LOUISVILLE,8,1,7.8,0,0,210,81.9,62.4,23.5,55.3,60.9,31.8,22.2,2,1,48,49,8.3,4,6
Ilyaas Motley,43989,CB,OHIO,13,1,6.5,1,0,259,76.9,75.0,14.5,50.3,71.5,62.0,14.3,2,4,297,301,1.0,3,11
Joel Dublanko,43990,LB,CINCINNATI,14,8,3.9,0,1,138,77.0,72.1,80.2,67.9,63.1,74.8,4.8,1,0,123,125,4.1,5,12
Jaylin Bannerman,44002,ED,UTAH ST,5,1,3.7,0,0,329,76.3,63.4,78.4,54.2,58.1,57.6,0.0,0,0,28,28,3.6,1,3
Khalil McDonald,44010,CB,S ALABAMA,4,1,4.3,0,0,288,47.7,55.7,75.3,,63.3,35.4,28.6,2,0,28,28,7.1,2,4
Daniel Joseph,44012,ED,PENN STATE,11,0,4.0,1,0,266,61.7,57.8,27.7,63.7,54.1,58.6,0.0,0,1,53,55,3.8,2,3
Kenneth Ruff,44013,DI,SYRACUSE,12,2,3.3,0,0,304,53.5,68.7,68.0,58.9,75.4,36.2,22.2,4,1,239,241,2.9,7,12
Mark Gooden,44014,ED,NWESTERN,1,0,,0,0,256,60.0,52.3,72.1,56.4,57.3,71.5,,0,0,3,3,0.0,0,0
Jalen Madden,44015,DI,W KENTUCKY,13,4,2.0,0,0,346,60.6,59.0,46.9,57.5,61.0,82.5,0.0,0,2,213,221,7.5,16,19
Siah Sa'o,44019,DI,VANDERBILT,3,2,3.0,0,0,333,,66.9,73.3,57.3,67.8,74.3,0.0,0,0,9,10,11.1,1,1
Hamilcar Rashed,44025,ED,OREGON ST,12,11,1.7,0,0,265,74.5,79.6,77.4,78.0,73.8,71.2,16.0,8,1,271,275,9.6,26,31
Oluwaseun Oluwatimi,44028,DI,MARYLAND,12,4,0.6,0,0,215,62.3,65.2,71.2,58.7,67.0,60.5,10.0,2,1,262,264,5.0,13,14
Dave Tolentino,44032,DI,NAVY,12,4,2.0,0,0,237,60.0,68.7,82.2,63.3,68.7,65.4,16.7,2,0,88,88,5.7,5,6
Benito Jones,44035,DI,OLE MISS,12,5,1.7,0,0,226,66.9,68.1,41.0,71.6,64.1,46.3,13.8,4,3,240,243,6.7,16,20
Kyle Ball,44037,ED,KANSAS ST,13,3,4.7,0,0,199,65.3,67.5,64.4,69.8,61.2,29.8,18.2,4,1,164,167,6.1,10,15
Jarrod Carter-McLin,44042,ED,UTSA,12,11,1.6,1,0,331,59.0,57.7,23.2,63.3,56.6,50.7,23.7,9,4,250,254,4.4,11,18
Adetokunbo Ogundeji,44047,ED,NOTRE DAME,13,4,2.2,1,0,258,60.1,82.2,38.0,84.2,75.1,80.6,4.2,1,2,143,143,9.8,14,19
Logan Thimons,44055,FB,W VIRGINIA,1,0,,0,0,343,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Amani Jones,44063,ED,IOWA,4,0,7.0,0,0,192,60.9,58.4,80.9,54.5,66.4,54.1,0.0,0,0,9,10,11.1,1,1
Shawn Walker,44064,ED,MIAMI FL,1,0,,0,0,220,,43.8,69.4,58.1,60.0,18.4,100.0,1,0,1,1,0.0,0,0
Emmett Rice,44078,LB,FLORIDA ST,13,15,4.6,0,0,167,58.4,63.4,82.9,64.5,64.8,54.9,18.0,11,0,229,235,10.0,23,35
T.J. Carter,44081,ED,KENTUCKY,13,2,1.1,0,0,202,64.1,67.0,0.6,68.4,68.1,39.5,25.0,7,5,236,241,6.8,16,19
Willie Ross Jr.,44082,ED,TOLEDO,2,1,,0,0,316,60.2,62.7,74.6,59.9,63.5,46.8,0.0,0,0,4,4,0.0,0,0
Carter Bankston,44086,ED,NAVY,12,2,0.0,0,0,237,74.8,63.7,86.3,55.3,58.8,47.2,22.2,2,0,85,86,4.7,4,5
Drew Beesley,44091,ED,MICH STATE,13,1,2.7,1,0,223,56.5,76.2,55.3,77.9,73.9,49.9,14.3,2,1,123,123,7.3,9,11
Khalil Ladler,44092,S,VA TECH,10,0,2.6,0,0,337,63.2,63.3,84.6,65.4,59.5,40.6,28.6,2,0,89,93,3.4,3,5
Sione Tupou,44093,LB,UTEP,10,12,3.1,0,0,330,55.3,60.6,84.8,65.9,61.8,64.3,12.0,6,0,245,250,9.0,22,32
Kevin Atkins,44094,DI,FRESNO ST,12,3,2.7,0,0,169,61.7,56.3,60.1,62.9,50.6,32.4,25.0,6,2,327,337,2.1,7,15
Pita Tonga,44095,DI,UTAH,8,2,2.0,0,0,328,60.0,74.6,78.5,68.3,73.8,75.6,0.0,0,0,26,27,3.8,1,1
Thomas Schaffer,44097,DI,STANFORD,12,5,-0.1,0,0,300,60.0,67.0,81.6,64.1,65.7,56.7,13.3,2,0,122,127,6.6,8,8
Michael Smith Jr.,44098,DI,E MICHIGAN,5,2,1.8,0,0,160,,60.4,78.8,54.5,62.0,47.1,20.0,2,0,73,73,6.8,5,6
Ben Kimpler,44103,ED,MIAMI OH,13,4,2.6,1,0,221,69.0,70.2,45.8,61.5,67.3,58.7,11.5,3,2,237,241,5.5,13,19
Glen Logan,44104,ED,LSU,12,8,2.9,0,0,211,60.0,59.6,58.1,56.5,62.7,42.6,18.2,4,1,172,175,2.9,5,10
Xander Gagnon,44110,LB,DUKE,11,1,4.5,0,0,154,63.2,54.5,76.1,54.2,52.4,28.0,35.7,5,0,48,48,8.3,4,8
Erik Davis,44116,LB,TOLEDO,1,0,,0,0,316,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Brandon Drayton,44122,S,MARSHALL,6,5,6.1,0,0,214,60.7,62.4,86.4,73.7,59.8,77.1,14.7,5,0,188,189,3.7,7,24
Joey Maddox,44124,DI,MARSHALL,1,0,4.0,0,0,214,,67.1,70.8,57.9,67.1,69.7,0.0,0,0,3,3,33.3,1,1
Jovan Swann,44131,DI,STANFORD,11,1,1.8,1,0,300,62.3,63.3,13.7,57.6,70.7,57.7,20.0,5,4,193,200,9.3,18,19
Antwuan Jackson,44132,DI,OHIO STATE,14,3,0.8,0,0,260,62.4,70.0,81.6,56.1,74.4,61.2,7.1,1,0,97,99,10.3,10,10
Cam Turner,44134,ED,MIAMI OH,5,0,6.0,0,0,221,60.3,49.4,80.8,56.5,42.6,73.4,0.0,0,0,44,44,0.0,0,2
Jarrod Hewitt,44138,DI,VA TECH,13,6,2.4,0,1,337,54.0,69.5,41.9,64.5,76.1,52.0,8.3,2,3,257,266,4.7,12,16
