player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jordan Morris,83034,CB,COAST CAR,6,1,0,75.0,0,0,141,0,0,62.5,62.4,80.0,60.0,60.6,28.3,0,0,0,0,31,35.3,6,1,1,156.3,6,0,0,13,147,78,164,2,0,0,2,0,1,162,1,85,0,2,10,1,8,0,2,132,60,22.0
Derick Bush,83035,CB,COAST CAR,11,3,0,64.7,0,0,141,0,0,73.0,71.6,82.8,53.7,60.9,70.5,1,0,0,1,39,11.8,4,3,0,95.3,22,0,0,23,305,214,336,3,0,0,3,0,1,333,3,119,4,6,27,0,34,1,2,261,85,11.9
Mekhi Blackmon,83036,CB,COLORADO,4,3,0,84.6,0,1,143,0,0,57.0,59.4,0.0,74.0,70.3,68.2,0,0,0,0,39,14.3,2,0,2,155.9,11,1,0,16,124,119,204,3,0,0,3,0,0,201,2,83,61,3,9,0,13,1,2,155,85,14.1
Teja Young,83038,S,FAU,13,2,0,80.0,0,0,165,0,0,67.9,68.0,83.0,,67.2,77.0,0,1,0,0,26,12.5,2,0,0,98.8,8,0,0,64,4,138,258,3,0,0,3,0,69,255,0,120,116,5,12,0,10,1,0,77,32,9.6
Tyler Gore,83040,CB,GA STATE,12,3,0,67.6,0,0,175,0,0,62.1,53.9,21.0,,28.8,27.1,0,0,0,2,52,34.3,12,3,2,113.5,23,0,0,43,301,192,351,0,0,0,0,0,2,351,0,159,4,4,20,0,34,0,4,329,136,14.3
Quavian White,83041,CB,GA STATE,10,3,0,52.7,1,0,175,0,0,76.8,75.8,83.9,78.7,65.3,81.6,0,2,0,2,51,7.5,3,5,3,90.0,29,0,0,91,480,296,584,3,0,0,3,0,8,581,5,283,0,14,34,1,55,2,4,460,89,15.9
Stanley Garner,83042,CB,KENTUCKY,1,0,0,66.7,0,0,202,0,0,58.0,57.9,70.3,,,28.3,0,0,0,0,9,50.0,1,0,1,79.9,2,0,0,0,9,9,9,0,0,0,0,0,0,9,0,0,0,0,1,0,3,0,0,16,5,8.0
Jordan Oliver,83050,CB,LA MONROE,10,1,0,57.1,0,0,209,1,0,79.8,75.6,80.6,,55.7,51.6,0,0,0,1,15,25.0,3,2,0,61.9,8,0,0,21,146,83,179,0,0,0,0,0,0,179,0,96,11,4,8,0,14,0,1,61,3,7.6
Lloyd Cole,83052,CB,LSU,3,0,0,100.0,0,0,211,0,0,64.3,64.7,71.0,,60.8,,0,0,0,0,8,,0,0,0,100.0,1,0,0,1,13,7,15,0,0,0,0,0,0,15,0,8,0,0,0,0,1,0,0,8,1,8.0
Chris Jackson,83053,CB,MICH STATE,1,0,0,,0,0,223,0,0,58.0,58.3,71.5,,60.0,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,13,8,13,0,0,0,0,0,0,13,0,5,0,1,1,0,0,0,0,0,0,
Davion Williams,83054,CB,MICH STATE,2,0,0,,0,0,223,0,0,60.7,57.8,73.1,,52.3,25.3,0,0,0,0,,100.0,2,0,0,0.0,0,0,0,1,19,10,20,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,
Kalon Gervin,83055,CB,MICH STATE,9,0,0,63.6,0,0,223,0,0,53.9,54.6,81.0,,58.2,26.6,0,0,0,0,39,44.4,4,0,1,129.0,7,0,0,6,114,92,158,0,0,0,0,0,10,158,0,66,28,2,5,0,11,0,1,115,65,16.4
Donte Martin,83060,CB,NEW MEXICO,12,3,0,52.0,0,0,241,0,0,59.2,62.1,87.1,58.3,72.6,85.8,0,0,0,0,57,4.3,2,8,4,107.7,39,0,0,29,660,420,731,37,0,0,37,0,0,694,4,307,5,11,41,2,75,0,7,562,112,14.4
Sevyn Banks,83062,CB,OHIO STATE,11,0,0,33.3,0,0,260,0,0,81.6,82.3,80.1,,76.0,84.2,0,0,0,1,17,0.0,0,3,0,2.8,3,0,0,3,151,96,170,0,0,0,0,0,1,170,0,74,14,3,8,2,9,0,0,25,9,8.3
Tyreke Johnson,83063,CB,OHIO STATE,6,0,0,,0,0,260,0,0,49.0,53.0,77.0,,65.2,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,49,19,57,0,0,0,0,0,1,57,0,38,7,0,0,0,0,0,0,0,0,
Lloyd McFarquhar,83065,CB,OHIO STATE,1,0,0,,0,0,260,0,0,,60.0,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Lance Boykin,83066,CB,DOMINION,11,6,0,58.6,0,0,263,0,0,59.2,58.7,0.0,59.6,64.3,44.5,0,0,0,1,72,18.8,6,1,4,113.6,17,0,0,68,327,200,405,1,0,0,1,0,8,404,1,204,0,3,20,0,29,0,3,296,125,17.4
Haki Woods Jr.,83067,CB,OREGON,5,2,0,70.0,0,0,264,0,0,61.5,68.4,79.4,90.0,72.9,73.4,0,2,0,0,24,11.1,1,2,0,78.3,7,0,0,12,2,46,86,1,0,0,1,0,1,85,3,37,68,2,6,1,10,2,0,43,18,6.1
Verone McKinley III,83068,S,OREGON,13,7,0,65.0,0,0,264,0,0,71.1,67.7,88.9,,54.3,44.1,0,0,0,4,48,20.7,12,5,1,73.1,26,0,0,122,1,501,747,0,0,0,0,0,421,747,0,246,203,8,39,1,40,0,3,302,176,11.6
Charles Sudduth,83071,CB,OREGON,1,0,0,100.0,0,0,264,0,0,46.2,43.0,66.9,,60.0,74.2,0,0,0,0,20,0.0,0,0,0,158.3,1,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,20,0,20.0
Jaden Robinson,83074,CB,OREGON ST,1,0,0,,0,0,265,0,0,60.0,61.3,67.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,1,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,
Trent Gordon,83076,CB,PENN STATE,10,4,0,54.5,0,0,266,0,0,66.8,66.4,81.3,,60.0,55.3,0,0,0,0,18,18.2,4,4,1,68.0,12,0,0,12,195,133,209,0,0,0,0,0,2,209,0,76,0,7,14,1,22,0,0,108,45,9.0
Nolen Harris,83077,CB,S DIEGO ST,1,0,0,,0,0,284,0,0,,60.1,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cedarious Barfield,83078,CB,S DIEGO ST,2,0,0,,0,0,284,0,0,73.0,80.4,66.5,,60.0,,0,0,0,0,,,0,1,0,0.0,0,0,0,0,3,2,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,
Luq Barcoo,83079,CB,S DIEGO ST,13,7,0,45.7,1,0,284,0,0,85.0,84.7,86.5,73.7,74.9,83.7,0,1,0,9,58,6.3,4,14,5,34.0,42,1,0,81,725,520,820,11,0,0,11,0,2,809,7,293,1,20,53,5,92,2,2,578,137,13.8
Nehemiah Shelton,83083,CB,S JOSE ST,12,2,0,62.5,1,1,285,1,0,72.8,70.7,85.9,46.3,60.3,73.0,0,1,0,3,75,11.8,6,5,3,96.4,35,0,0,29,571,285,615,10,0,0,10,0,1,605,9,321,4,12,43,0,56,1,5,468,173,13.4
Travis Reed,83085,CB,S ALABAMA,12,5,0,51.7,1,0,288,0,0,60.2,61.7,46.5,,68.5,67.9,0,0,0,3,53,14.0,7,9,6,87.8,31,0,0,55,610,314,676,2,0,0,2,0,8,674,0,362,1,10,38,3,60,0,5,514,120,16.6
Keon Voisin,83086,S,S ALABAMA,2,0,0,,0,0,288,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Donjae Logan,83089,CB,STANFORD,1,0,0,,0,0,300,0,0,,60.7,67.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,4,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,
Kendall Williamson,83090,S,STANFORD,11,4,0,78.1,1,1,300,1,0,67.1,68.2,88.0,91.7,62.1,90.0,0,0,0,0,36,5.6,3,2,1,142.3,25,1,0,113,2,422,692,3,0,0,3,0,267,689,2,268,307,9,47,2,32,1,3,341,91,13.6
Craig Slocum Jr.,83096,S,TROY,11,2,0,60.0,0,0,318,0,0,49.8,53.8,81.3,58.7,63.1,57.5,0,0,0,0,25,20.0,3,1,0,117.1,6,0,0,32,4,68,142,2,0,0,2,0,60,140,2,72,42,2,10,0,10,0,1,76,29,12.7
CD Daniels,83097,CB,UAB,9,0,0,61.1,0,0,321,0,0,70.1,70.7,84.2,58.2,69.6,54.3,0,0,0,0,40,22.2,4,1,1,112.3,11,0,0,8,295,202,331,13,0,0,13,0,1,318,3,126,13,6,14,2,18,0,1,176,38,16.0
Starling Thomas V,83098,CB,UAB,14,6,0,48.4,1,0,321,1,0,64.3,64.2,48.3,53.4,65.8,72.1,0,1,0,1,36,9.4,3,2,9,95.4,15,0,0,11,610,383,665,13,0,0,13,0,0,652,4,278,30,8,23,0,31,1,4,200,28,13.3
Olaijah Griffin,83100,CB,USC,11,3,0,42.6,1,0,326,0,0,68.6,67.2,0.0,53.3,69.1,70.3,0,0,0,0,35,12.2,5,5,7,67.7,23,0,0,27,582,389,649,17,0,0,17,0,1,632,5,255,22,12,33,1,54,0,2,231,54,10.0
Isaac Taylor-Stuart,83101,CB,USC,12,7,0,56.1,2,0,326,0,0,65.8,65.3,85.5,50.8,62.0,65.7,1,1,0,1,71,16.3,7,4,3,112.9,23,0,0,32,469,301,537,17,0,0,17,0,4,520,6,230,15,9,29,1,41,2,5,341,144,14.8
Chase Williams,83102,S,USC,11,6,0,68.0,0,0,326,0,0,61.7,60.4,85.7,51.9,57.7,62.9,0,1,0,0,34,15.8,6,0,0,119.1,17,0,0,110,5,252,443,7,0,0,7,0,121,436,13,178,200,7,26,1,25,1,2,202,95,11.9
Michael Anyanwu,83103,CB,UTAH ST,1,0,0,50.0,0,0,329,0,0,40.6,40.4,72.1,,60.0,,0,0,0,0,11,,0,0,0,66.7,1,0,0,0,10,7,11,0,0,0,0,0,0,11,0,4,1,0,0,0,2,0,0,11,0,11.0
Corey Mayfield Jr.,83106,CB,UTSA,10,2,0,48.0,0,0,331,0,0,64.7,58.6,25.5,55.7,37.9,71.5,0,1,0,0,28,9.1,2,4,3,111.7,12,0,0,24,338,184,376,6,0,0,6,0,0,370,3,189,8,2,18,1,25,1,3,180,70,15.0
Donte Burton,83110,CB,WISCONSIN,12,2,0,57.1,0,0,349,0,0,46.0,49.5,0.0,69.8,74.4,41.0,0,0,0,0,36,0.0,0,0,3,110.7,8,1,0,2,150,100,162,3,0,0,3,0,0,159,3,59,6,3,6,0,14,1,1,125,20,15.6
Rachad Wildgoose,83111,CB,WISCONSIN,13,2,0,48.1,1,0,349,0,0,67.1,67.4,87.5,56.2,65.4,53.1,0,0,0,1,48,20.0,6,5,3,78.4,26,0,0,29,142,334,534,0,0,0,0,0,13,534,3,197,349,10,22,3,54,0,3,329,151,12.7
Alexander Smith,83112,CB,WISCONSIN,8,0,1,77.8,0,0,349,0,0,55.2,58.3,81.6,64.0,65.0,78.8,0,1,0,0,25,0.0,0,0,0,110.2,7,0,0,1,25,47,80,1,0,0,1,0,0,79,2,31,51,1,3,0,9,1,0,94,31,13.4
Travian Blaylock,83113,CB,WISCONSIN,1,0,0,,0,0,349,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Tre Bugg III,83114,CB,AIR FORCE,12,7,0,65.8,0,0,101,0,0,57.8,60.0,85.0,60.0,69.2,80.7,0,0,1,3,58,7.7,4,6,1,103.5,50,0,0,61,602,388,669,1,0,0,1,0,3,668,1,280,1,9,41,1,76,0,4,830,273,16.6
Elisha Palm,83117,CB,AIR FORCE,6,0,0,100.0,0,0,101,0,0,50.0,52.0,74.3,,62.7,,0,0,0,0,27,,0,0,0,158.3,2,0,0,1,29,15,30,0,0,0,0,0,0,30,0,15,0,0,0,0,2,0,2,33,1,16.5
Pat Surtain II,83119,CB,ALABAMA,13,3,0,57.1,0,3,103,1,0,84.6,83.5,25.5,48.4,79.5,73.7,1,2,0,2,37,12.0,6,5,6,65.1,28,0,0,37,626,471,840,13,0,0,13,0,11,827,10,359,152,13,41,2,49,3,1,301,139,10.8
Jalyn Armour-Davis,83120,CB,ALABAMA,8,0,1,50.0,0,0,103,0,0,61.4,61.5,79.4,60.0,54.4,74.8,0,0,0,0,28,0.0,0,1,0,121.9,2,0,0,2,22,23,59,1,0,0,1,0,0,58,1,35,34,0,1,0,4,0,1,37,14,18.5
Josh Jobe,83122,CB,ALABAMA,9,2,0,40.9,0,0,103,1,0,67.8,68.2,13.3,,71.6,88.5,0,0,0,1,44,0.0,0,5,4,43.0,9,0,0,18,273,151,301,0,0,0,0,0,1,301,0,150,8,3,18,0,22,0,0,136,56,15.1
Mike Price,83130,CB,APP STATE,3,0,0,100.0,0,0,108,0,0,54.0,54.7,73.2,,60.6,73.5,0,0,0,0,14,0.0,0,0,0,149.3,3,0,0,3,21,19,26,0,0,0,0,0,2,26,0,7,0,1,1,0,3,0,1,31,-1,10.3
Kaleb Dawson,83131,S,APP STATE,5,0,0,0.0,0,0,108,1,0,72.2,68.7,73.8,,55.5,30.5,0,0,0,0,,40.0,2,1,0,39.6,0,0,0,18,0,31,45,0,0,0,0,0,25,45,0,14,2,0,3,0,1,0,0,0,0,
Alijah Gammage,83135,S,ARIZONA ST,1,1,0,,0,0,110,0,0,53.1,56.8,69.9,,62.5,28.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,9,0,7,14,0,0,0,0,0,5,14,0,7,0,0,0,0,0,0,0,0,0,
LaDarrius Bishop,83138,CB,ARKANSAS,8,2,0,86.4,0,0,111,1,1,57.9,61.5,82.1,,78.0,84.1,0,0,0,0,47,4.5,1,1,1,149.1,19,0,0,16,243,149,267,3,0,0,3,0,0,264,0,118,5,5,19,1,22,0,2,285,90,15.0
Simeon Blair,83139,CB,ARKANSAS,2,0,0,50.0,0,0,111,0,0,51.7,50.0,67.9,,60.0,21.4,0,0,0,0,22,100.0,1,0,0,89.6,1,0,0,3,0,3,7,0,0,0,0,0,0,7,0,4,4,0,0,0,2,0,0,22,18,22.0
Joe Foucha,83141,S,ARKANSAS,12,19,1,72.7,1,0,111,1,0,52.3,51.2,0.0,60.8,55.1,62.3,1,5,0,1,50,18.9,21,1,7,111.0,16,0,0,318,4,345,757,58,0,0,58,0,263,699,37,375,114,17,71,1,22,6,1,284,175,17.8
Myles Mason,83143,S,ARKANSAS,12,4,0,64.3,0,0,111,0,0,48.4,54.9,83.9,59.2,68.4,72.5,0,0,0,0,75,13.9,5,0,1,124.4,9,0,0,111,1,159,335,0,0,0,0,0,124,335,1,175,98,9,27,1,14,0,1,151,102,16.8
Derrick Bean,83147,LB,ARK STATE,5,0,0,,0,0,113,0,0,61.4,48.8,70.4,,47.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,3,11,2,0,0,2,0,0,9,0,8,2,0,0,0,0,0,0,0,0,
Antonio Fletcher,83149,S,ARK STATE,13,12,0,63.2,0,1,113,0,0,62.4,58.1,3.1,56.6,53.3,36.2,0,0,0,0,60,26.0,19,5,3,111.1,24,0,0,212,2,462,851,5,0,0,5,0,281,846,5,384,351,11,42,5,38,0,2,354,220,14.8
Tra Green,83150,S,ARK STATE,2,0,0,100.0,0,0,113,0,0,59.0,58.1,78.9,,55.5,55.6,0,0,0,0,11,33.3,1,0,0,112.5,1,0,0,10,0,35,61,0,0,0,0,0,27,61,0,26,24,1,2,0,1,0,0,11,0,11.0
Ryan Ragone,83152,LB,MIAMI FL,6,1,0,100.0,0,0,220,0,0,64.6,66.4,73.7,56.8,66.3,52.9,0,0,0,0,12,23.1,3,0,0,102.1,2,0,0,44,0,18,54,0,0,0,0,0,0,54,3,33,10,5,9,2,2,0,0,17,13,8.5
Akyah Miranda,83161,CB,ARMY,4,0,0,0.0,0,0,114,0,0,69.4,68.2,60.0,,,70.3,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,
Malkelm Morrison,83164,CB,ARMY,13,10,0,69.5,0,0,114,0,0,55.6,56.7,49.6,55.6,63.8,57.2,1,8,0,0,38,19.3,11,3,2,112.3,41,1,0,72,4,264,497,46,0,0,46,0,1,451,53,180,370,21,36,2,59,10,4,420,250,10.2
Caleb John,83166,CB,ARMY,6,0,0,,0,0,114,0,0,69.1,69.0,78.6,,63.6,72.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,14,8,21,0,0,0,0,0,0,21,0,13,0,0,1,0,0,0,0,0,0,
Cedrick Cunningham Jr.,83170,S,ARMY,11,12,0,88.2,0,0,114,0,0,61.4,66.4,85.8,60.9,73.3,78.9,1,2,0,0,56,9.8,6,2,0,138.4,15,0,0,171,0,287,539,4,0,0,4,0,319,535,16,236,44,10,43,0,17,3,1,323,131,21.5
Christian Tutt,83174,CB,AUBURN,13,5,0,60.0,0,1,115,1,0,65.5,66.3,88.7,76.9,59.2,68.4,2,3,0,2,58,10.5,4,2,1,102.4,30,1,0,50,23,273,524,18,0,0,18,0,6,506,19,232,425,15,29,3,50,6,5,404,192,13.5
Jamien Sherwood,83175,S,AUBURN,13,6,1,60.0,0,0,115,0,0,64.5,64.1,17.8,56.8,66.5,62.7,1,2,0,0,13,16.7,7,2,2,64.6,12,0,0,155,3,230,374,7,0,0,7,0,143,367,17,127,64,14,29,5,20,3,0,59,51,4.9
Roger McCreary,83176,CB,AUBURN,13,1,0,55.0,0,0,115,1,0,81.1,78.0,85.1,56.2,53.3,72.5,0,0,0,1,47,8.7,4,10,3,76.5,33,0,0,31,519,368,586,0,0,0,0,0,3,586,2,216,33,16,41,2,60,0,1,432,168,13.1
Smoke Monday,83177,S,AUBURN,13,8,0,85.7,0,0,115,0,0,60.5,59.8,0.0,61.1,65.8,54.8,0,1,1,1,73,22.2,6,0,3,118.8,6,1,0,99,18,215,335,9,0,0,9,0,117,326,7,113,91,6,13,1,7,2,2,153,79,25.5
Delrick Abrams Jr.,83192,CB,COLORADO,11,7,0,52.8,0,0,143,0,0,69.0,70.4,50.0,65.4,72.7,76.0,2,0,0,0,53,11.3,7,5,2,100.7,28,1,0,83,642,406,737,2,0,0,2,0,0,735,11,320,10,14,48,1,53,3,4,374,151,13.4
Aaron Maddox,83193,S,COLORADO,6,4,0,60.0,0,2,143,0,0,34.8,52.2,83.6,57.1,82.4,71.7,0,0,0,0,65,10.3,3,0,0,143.8,3,0,0,60,3,104,222,5,0,0,5,0,106,217,2,116,48,8,22,1,5,0,1,97,38,32.3
Dustin Johnson,83197,LB,COLORADO,1,0,0,,0,0,143,0,0,62.4,65.9,67.1,,63.0,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,3,3,7,0,0,0,0,0,0,7,0,4,0,0,1,0,0,0,0,0,0,
Trey Dean III,83208,CB,FLORIDA,13,5,0,72.7,0,1,163,0,0,50.5,52.9,0.8,73.5,62.5,71.2,2,0,0,1,36,12.5,3,0,4,111.9,24,3,0,18,74,268,446,17,0,0,17,0,2,429,20,158,334,7,16,1,33,5,2,330,79,13.8
Jamal Anderson,83212,CB,FIU,7,0,0,0.0,0,0,166,0,0,82.7,81.2,75.5,,66.4,76.2,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,5,39,17,45,1,0,0,1,0,0,44,0,28,0,1,2,0,4,0,0,0,0,
Jesson Walker,83213,CB,FIU,2,0,0,0.0,0,0,166,0,0,70.1,75.8,71.9,,69.8,73.5,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,14,3,14,0,0,0,0,0,0,14,0,11,0,1,1,1,1,0,0,0,0,
Tyson Campbell,83217,CB,GEORGIA,9,4,0,40.0,0,0,173,0,0,76.8,76.4,82.8,67.6,62.0,69.2,0,1,0,0,41,10.0,2,3,0,55.0,8,0,0,10,252,185,275,0,0,0,0,0,2,275,3,87,10,8,14,1,20,1,0,94,30,11.8
Divaad Wilson,83218,CB,GEORGIA,12,1,0,66.7,0,0,173,1,0,68.3,64.6,20.8,61.1,49.3,65.5,0,2,0,1,46,12.5,3,2,2,81.3,20,0,0,20,2,195,297,7,0,0,7,0,3,290,10,92,265,7,20,0,30,2,1,190,87,9.5
Otis Reese IV,83219,S,GEORGIA,6,0,0,50.0,0,0,173,0,0,56.7,59.5,77.2,59.6,66.3,76.4,0,0,0,0,50,0.0,0,0,0,95.8,1,0,0,11,0,22,42,0,0,0,0,0,17,42,1,19,14,0,1,0,2,0,0,50,25,50.0
Chris Smith II,83220,S,GEORGIA,7,2,0,50.0,0,0,173,0,0,74.2,70.7,79.1,,54.2,60.2,0,0,0,0,6,14.3,1,0,0,56.3,1,0,0,9,1,49,78,0,0,0,0,0,47,78,0,29,21,0,4,0,2,0,0,6,0,6.0
Hugh Nelson II,83221,CB,GEORGIA,1,0,0,100.0,0,0,173,0,0,63.5,64.7,69.7,,60.0,73.5,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,0,5,2,6,0,0,0,0,0,0,6,0,4,1,1,1,0,1,0,0,4,1,4.0
Delano Ware,83234,S,ILLINOIS,7,4,0,25.0,0,1,187,0,0,58.0,56.3,79.8,58.9,54.3,68.1,0,0,0,0,18,12.5,3,1,0,45.8,1,0,0,71,1,60,155,4,0,0,4,0,51,151,2,93,27,6,17,0,4,0,0,18,1,18.0
Nick Walker,83235,CB,ILLINOIS,4,0,0,50.0,0,0,187,0,0,64.8,63.7,79.4,,58.4,79.8,0,0,0,0,9,0.0,0,0,0,58.3,2,0,0,2,77,38,95,4,0,0,4,0,0,91,0,57,12,1,3,0,4,0,0,14,0,7.0
Quan Martin,83236,CB,ILLINOIS,9,5,0,43.5,0,0,187,2,0,48.0,52.8,85.6,59.6,70.6,48.2,0,0,0,0,54,20.8,5,0,1,114.3,10,0,0,15,310,185,384,20,0,0,20,0,16,364,2,197,22,2,14,1,23,0,3,201,45,20.1
Kerby Joseph,83239,S,ILLINOIS,6,4,0,50.0,0,0,187,0,0,45.1,52.6,0.0,,74.7,76.0,0,0,0,0,24,9.1,3,1,1,110.7,7,0,0,68,1,113,219,2,0,0,2,0,86,217,0,106,62,5,26,0,14,0,2,92,14,13.1
Sydney Brown,83241,S,ILLINOIS,11,11,0,59.4,0,0,187,0,0,42.1,43.8,88.0,,46.5,56.4,0,0,1,3,41,18.2,18,1,4,94.3,19,0,0,263,30,282,685,32,0,0,32,0,185,653,0,403,175,16,70,2,32,0,4,324,95,17.1
Jamar Johnson,83243,CB,INDIANA,13,10,1,61.1,0,1,190,0,0,76.4,80.1,22.6,83.5,80.1,63.1,2,1,1,2,21,16.7,5,1,3,31.7,11,3,0,47,5,135,305,18,0,0,18,0,3,287,20,150,232,8,15,0,18,6,0,79,47,7.2
Noah Pierre,83244,S,INDIANA,5,0,0,100.0,0,0,190,0,0,72.7,73.2,73.6,,63.1,81.7,0,0,0,0,9,0.0,0,0,0,91.7,2,0,0,4,0,14,21,0,0,0,0,0,9,21,0,7,8,2,3,0,2,0,0,12,5,6.0
Joseph Daniels Jr.,83245,CB,INDIANA,1,0,0,,0,0,190,0,0,,60.0,63.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jaylin Williams,83246,CB,INDIANA,13,4,0,48.5,0,0,190,0,0,69.4,67.1,83.1,50.4,56.7,68.9,0,0,0,1,44,12.0,3,3,3,73.5,16,0,0,49,379,246,442,3,0,0,3,0,3,439,4,192,8,8,18,0,33,0,2,186,34,11.6
Devon Matthews,83248,S,INDIANA,13,3,0,58.6,0,0,190,0,0,57.0,56.4,86.8,57.8,53.6,67.3,0,0,0,0,46,14.6,6,2,2,109.6,17,0,0,76,7,275,447,9,0,0,9,0,278,438,2,170,77,16,32,0,29,0,2,248,44,14.6
Jordan Jusevitch,83249,S,INDIANA,1,0,0,,0,0,190,0,0,,60.0,68.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,3,1,0,0,0,0,0,0,0,0,
Jeremy Boyd,83251,CB,INDIANA,1,0,0,,0,0,190,0,0,,60.0,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Samuel Slusher,83252,CB,INDIANA,1,0,0,0.0,0,0,190,0,0,52.5,53.1,71.8,,60.9,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,0,5,10,0,0,0,0,0,0,10,0,5,9,0,0,0,1,0,0,0,0,
DJ Johnson,83253,CB,IOWA,6,2,0,52.6,1,0,192,0,0,62.7,63.3,81.2,58.3,65.5,85.4,0,0,0,0,51,0.0,0,1,1,104.5,10,0,0,13,165,119,192,1,0,0,1,0,0,191,1,72,13,4,11,0,19,0,1,187,40,18.7
Dallas Craddieth,83254,S,IOWA,1,0,0,,0,0,192,0,0,,60.0,65.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,
Terry Roberts,83255,CB,IOWA,7,1,0,100.0,0,0,192,0,0,67.5,67.9,74.3,,62.2,81.0,0,0,0,0,20,0.0,0,0,0,116.7,2,0,0,1,29,19,32,0,0,0,0,0,0,32,0,13,2,0,3,0,2,0,0,24,7,12.0
JuJu Brents,83256,S,IOWA,1,0,0,,0,0,192,0,0,60.0,60.1,63.8,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Kaevon Merriweather,83257,S,IOWA,1,2,0,100.0,0,0,192,0,0,53.6,59.0,76.6,,71.1,83.4,0,0,0,0,30,0.0,0,0,0,158.3,2,0,0,11,0,30,51,1,0,0,1,0,38,50,0,21,1,0,3,0,2,0,1,50,11,25.0
Jack Koerner,83258,S,IOWA,13,14,0,46.7,0,1,192,2,0,79.2,74.5,89.0,67.9,60.6,67.2,0,1,0,1,73,14.3,13,2,0,82.2,14,0,0,121,3,464,787,5,0,0,5,0,612,782,2,321,46,15,64,1,30,1,2,237,95,16.9
Riley Moss,83259,CB,IOWA,7,1,0,28.6,0,0,192,0,0,75.2,76.7,79.9,,75.3,52.3,0,0,0,2,54,25.0,2,3,1,41.7,4,0,0,12,106,92,148,1,0,0,1,0,0,147,0,56,29,1,5,1,14,0,1,102,19,25.5
Jamari Brown,83269,CB,KENTUCKY,11,6,0,62.5,1,0,202,1,0,70.0,68.5,83.2,49.0,60.6,90.1,0,1,0,0,39,3.6,1,6,4,107.0,20,0,0,37,351,225,396,2,0,0,2,0,4,394,3,168,2,9,21,1,32,1,1,326,45,16.3
