player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Devin Cochran,41198,T,VANDERBILT,9,100.0,2,333,68.3,76.7,60.7,3,4,294,100.0,100.0,98.5,5,8,1,547,0,0,547,547,304,304,0,0,243,0
Cole Clemens,60203,G,VANDERBILT,9,100.0,0,333,57.1,51.5,58.9,1,11,305,100.0,100.0,97.4,2,14,2,545,0,0,78,545,317,317,467,0,228,0
Sincere Haynesworth,97644,G,TULANE,10,100.0,2,319,64.0,69.1,63.0,2,4,232,100.0,100.0,98.3,3,7,1,543,72,0,0,543,238,238,471,0,305,0
Syrus Tuitele,59696,T,FRESNO ST,8,100.0,1,169,81.0,73.1,80.1,0,13,302,100.0,100.0,97.5,1,14,1,542,0,0,1,542,318,318,0,541,224,0
Artice Hobbs IV,57142,HB,ARMY,13,79.5,0,114,67.9,22.2,56.9,0,1,4,3.7,3.4,87.5,1,1,0,542,0,0,0,682,4,116,0,0,538,408
Brian Abosi,52087,T,UMASS,11,100.0,0,216,45.1,31.9,54.5,3,22,277,100.0,100.0,94.8,4,27,2,542,0,0,0,542,289,289,0,542,253,0
Donovan Jennings,86861,T,USF,10,100.0,0,327,66.1,74.8,64.6,3,9,298,100.0,100.0,97.7,4,13,1,541,0,0,429,541,310,310,112,0,231,0
Matt Allen,41727,C,MICH STATE,9,100.0,0,223,60.4,75.0,54.9,1,3,308,100.0,100.0,99.4,2,4,0,538,538,0,0,538,323,323,0,0,215,0
Mershawn Miller,55164,G,FIU,13,100.0,0,166,68.3,77.7,63.7,1,2,255,100.0,100.0,99.4,0,3,0,534,30,32,0,534,268,268,471,0,266,0
Kell Walker,45957,FB,ARMY,13,77.1,1,114,65.5,45.7,63.1,0,1,16,14.5,13.6,96.9,3,1,0,534,0,0,0,693,16,118,0,0,518,484
Kyler Hack,81899,T,UTAH ST,9,100.0,0,329,55.1,42.4,61.8,4,22,298,100.0,100.0,94.3,1,30,4,534,0,0,75,534,314,314,0,456,220,3
Austin Myers,40815,G,TCU,10,100.0,2,305,58.1,73.7,54.5,4,10,291,100.0,100.0,97.3,3,15,1,534,0,0,20,534,300,300,513,1,234,0
Cole Bentley,59816,C,LOUISVILLE,11,100.0,1,210,67.6,66.3,68.2,1,8,229,100.0,100.0,97.2,6,11,2,532,448,57,0,532,239,239,26,0,293,0
Austin Capps,25521,G,ARKANSAS,9,100.0,0,111,68.3,69.2,67.8,0,6,284,100.0,100.0,98.6,1,7,1,531,0,531,0,531,302,302,0,0,229,0
Luke Martin,77525,G,BALL ST,10,100.0,5,117,51.0,51.5,52.4,0,12,258,100.0,100.0,97.7,7,12,0,531,0,531,0,531,273,273,0,0,258,0
Mike Miranda,60016,G,PENN STATE,13,100.0,1,266,65.1,61.9,65.1,3,8,249,100.0,100.0,97.4,2,12,1,529,60,23,0,529,264,264,446,0,265,0
Brady Aiello,28150,G,OREGON,14,99.6,0,264,69.2,73.9,65.9,2,5,263,99.2,99.3,97.9,2,9,2,525,0,0,6,527,276,278,296,209,249,16
Deonte Brown,41457,G,ALABAMA,9,100.0,0,103,74.4,58.7,80.0,2,11,272,100.0,100.0,97.6,2,13,0,521,0,16,0,521,288,288,505,0,233,0
Duke Clemens,100545,G,UCLA,9,100.0,0,324,54.2,52.5,51.7,0,14,283,100.0,100.0,96.1,0,18,4,519,0,519,0,519,289,289,0,0,230,0
Jacob Capra,41743,T,S DIEGO ST,9,100.0,0,284,60.7,75.6,56.6,0,9,228,100.0,100.0,97.1,6,11,2,517,0,0,198,517,236,236,1,312,281,5
Luke Campbell,41501,G,MICH STATE,9,100.0,0,223,60.9,62.5,60.6,0,11,292,100.0,100.0,97.8,3,12,1,517,0,467,4,517,312,312,46,0,205,0
Sam Dervil,59674,G,E MICHIGAN,13,100.0,2,160,51.5,63.3,49.1,1,11,300,100.0,100.0,98.0,4,12,0,517,0,0,0,517,319,319,517,0,198,0
Jake Donnellon,41670,G,E MICHIGAN,13,100.0,1,160,69.2,61.2,70.5,0,12,288,100.0,100.0,97.9,2,12,0,516,0,124,0,516,310,310,392,0,206,0
Joshua Ezeudu,77355,G,N CAROLINA,12,100.0,0,245,61.3,84.4,52.5,1,5,268,100.0,100.0,98.9,4,6,0,516,0,380,85,516,287,287,1,47,229,3
David Moorman,36751,G,WISCONSIN,12,100.0,0,349,68.3,65.8,67.6,3,2,192,100.0,100.0,98.2,1,6,1,512,0,400,0,512,197,197,16,86,315,0
Austin Fontaine,82325,G,MARYLAND,12,100.0,1,215,49.6,59.6,47.1,2,7,272,100.0,100.0,96.9,4,13,4,511,35,32,0,511,284,284,443,0,227,0
Lee Dufour,27415,C,UAB,8,100.0,0,321,62.5,79.9,59.3,0,2,211,100.0,100.0,98.1,3,5,3,511,509,0,0,511,224,224,0,0,287,0
Tommy Champion,59873,T,MISS STATE,12,100.0,0,227,54.9,62.1,51.5,2,5,235,100.0,100.0,98.1,3,8,1,510,0,126,0,510,247,247,113,271,263,0
Josh Harshman,47108,TE,WYOMING,13,70.6,0,351,60.6,76.4,63.5,0,2,62,23.7,23.2,98.4,6,2,0,509,0,0,3,721,64,276,0,0,445,600
Justin Rigg,42096,TE,KENTUCKY,13,75.3,1,202,61.0,69.5,62.2,0,3,59,27.4,27.7,97.5,4,3,0,509,0,0,0,676,64,231,0,0,445,476
Ed Montilus,77353,G,N CAROLINA,13,100.0,0,245,59.9,62.0,59.5,1,8,255,100.0,100.0,97.8,2,10,1,509,0,509,0,509,266,266,0,0,243,0
Mark Stickford,60026,G,PURDUE,11,99.8,1,273,52.9,57.0,46.9,7,12,331,100.0,99.7,97.1,1,19,0,508,0,418,0,509,344,345,89,0,164,2
Bryson Speas,59937,T,NC STATE,12,100.0,0,248,64.0,73.2,58.4,3,7,296,100.0,100.0,98.3,2,10,0,507,0,23,35,507,309,309,11,437,198,1
Trevor Ruhland,37058,G,NOTRE DAME,9,100.0,0,258,64.3,78.5,59.6,3,2,269,100.0,100.0,99.1,2,5,0,507,0,0,0,507,288,288,507,0,219,0
Marcus Minor,59831,T,MARYLAND,10,100.0,2,215,46.1,36.5,56.4,4,16,272,100.0,100.0,95.2,6,23,3,507,0,0,0,507,291,291,0,502,216,5
John Bates,42275,TE,BOISE ST,14,64.8,0,120,72.4,72.2,74.2,0,4,82,23.6,24.0,97.6,2,4,0,507,0,0,1,782,87,362,0,1,420,661
Landon Forman,77553,T,AKRON,9,100.0,0,102,29.7,14.2,52.4,9,28,349,100.0,100.0,92.4,5,45,8,507,0,0,0,507,363,363,0,507,144,0
Josh Ball,40733,T,MARSHALL,13,100.0,1,214,80.6,76.8,80.7,1,9,212,100.0,100.0,97.2,4,11,1,506,0,0,504,506,228,228,0,0,278,0
Jack Coan,60613,QB,WISCONSIN,14,54.7,0,349,78.5,,60.4,0,0,0,0.0,0.0,,1,0,0,506,0,0,0,925,0,385,0,0,506,0
Josh McCulloch,81832,T,S ALABAMA,10,100.0,0,288,58.4,53.8,60.7,1,16,207,100.0,100.0,95.4,2,18,1,505,0,0,0,505,223,223,0,505,282,0
Paiton Fears,98700,T,ARIZONA,11,100.0,1,109,57.6,58.9,56.9,0,15,299,100.0,100.0,96.2,4,19,4,505,0,110,0,505,314,314,0,395,191,0
Robert Congel,60119,G,ARIZONA,10,100.0,0,109,61.5,75.3,55.4,0,5,294,100.0,100.0,98.8,2,6,1,505,53,432,0,505,309,309,20,0,196,0
Briason Mays,77469,C,W VIRGINIA,7,100.0,1,343,51.8,68.6,45.7,1,8,302,100.0,100.0,98.5,3,9,0,499,498,0,0,499,315,315,0,0,184,0
Mike Lonsdorf,41498,T,RUTGERS,12,99.8,0,278,60.3,45.6,64.7,2,14,217,99.5,99.6,94.5,2,20,4,498,0,0,469,499,229,230,0,21,269,9
Elijah Klein,81912,G,UTEP,9,100.0,0,330,54.2,53.0,54.2,1,12,255,100.0,100.0,97.5,2,13,0,495,0,0,38,495,273,273,442,15,222,0
Donald Hammond III,82065,QB,AIR FORCE,13,65.6,0,101,89.3,62.2,60.0,0,0,1,0.8,0.8,100.0,3,0,0,494,0,0,0,753,1,130,0,0,493,0
Dalton Keene,61068,TE,VA TECH,13,70.7,0,337,62.5,63.4,62.4,1,3,99,34.9,35.2,98.0,0,4,0,492,0,0,0,696,105,298,0,0,387,386
Michael Brown,77467,G,W VIRGINIA,10,100.0,0,343,58.6,58.3,57.1,4,4,308,100.0,100.0,98.7,3,8,0,491,0,484,7,491,324,324,0,0,167,0
Parker Houston,41809,TE,S DIEGO ST,13,66.2,0,284,52.7,66.0,55.7,1,2,79,24.5,25.4,98.1,3,3,0,490,0,0,0,740,85,335,0,0,405,404
Vincent McConnell,55089,G,CINCINNATI,12,100.0,0,138,46.3,37.2,47.1,1,14,212,100.0,100.0,95.5,1,17,2,489,0,270,0,489,225,225,128,91,264,0
Spencer Kanz,41941,T,W MICHIGAN,10,100.0,0,347,66.0,50.0,72.5,2,10,260,100.0,100.0,96.5,1,15,3,488,0,0,0,488,278,278,0,487,210,0
Cade Otton,61071,TE,WASHINGTON,13,61.5,0,340,70.2,68.3,79.3,1,2,68,18.7,19.0,97.8,4,3,0,488,0,0,2,794,72,378,0,2,416,510
Abdul Bello,37001,T,FLORIDA ST,10,100.0,0,167,39.5,43.2,40.5,7,9,281,100.0,100.0,96.4,5,18,2,488,0,0,481,488,298,298,0,0,190,7
Matt Smith,41124,C,FRESNO ST,8,100.0,0,169,68.5,81.7,63.6,0,3,274,100.0,100.0,99.5,2,3,0,488,488,0,0,488,286,286,0,0,202,0
Thomas Hennigan,61125,WR,APP STATE,14,55.6,1,108,69.4,62.1,53.8,0,0,0,0.0,0.3,,6,0,0,488,0,0,0,878,1,390,0,0,487,6
Cody Creason,38799,G,ARIZONA,7,100.0,0,109,68.8,77.4,66.4,3,4,268,100.0,100.0,98.7,3,7,0,488,0,0,0,488,276,276,488,0,212,0
Giovanni Ricci,13756,TE,W MICHIGAN,13,56.6,0,347,70.0,63.4,49.4,1,0,81,18.6,19.3,99.4,1,1,0,487,0,0,0,860,89,462,0,0,398,540
David Galten,60146,G,UAB,8,100.0,0,321,59.4,75.9,57.5,1,2,203,100.0,100.0,98.3,4,5,2,487,0,487,0,487,212,212,0,0,275,0
Dylan Wonnum,81842,T,S CAROLINA,7,99.8,0,289,60.7,57.6,61.6,1,12,316,99.7,99.7,96.7,2,17,4,485,0,0,52,486,333,334,0,424,152,7
Alonzo Velazquez,60823,T,WYOMING,9,100.0,1,351,68.1,73.1,65.8,1,5,164,100.0,100.0,97.6,2,7,1,483,0,0,0,483,172,172,0,479,311,4
Kylen Granson,40630,TE,SMU,13,51.9,0,287,66.3,60.7,69.0,2,0,81,16.4,15.6,97.5,4,3,1,482,0,0,2,928,82,527,0,0,400,247
Kyler Schott,81684,G,IOWA,8,100.0,0,192,74.8,69.2,76.8,1,6,239,100.0,100.0,98.1,1,8,1,482,11,0,0,482,252,252,471,0,230,0
Sean McMoore,41115,C,VANDERBILT,9,100.0,1,333,34.1,21.6,41.6,1,20,262,100.0,100.0,95.6,2,22,1,481,481,0,0,481,272,272,0,0,209,0
Michael Howard,36169,T,OLE MISS,12,100.0,0,226,45.8,42.1,47.5,1,6,211,100.0,100.0,97.9,1,8,1,480,0,0,438,480,217,217,0,41,263,1
Edgar Burrola,58486,T,ARIZONA,11,100.0,0,109,68.8,68.8,66.3,2,10,261,100.0,100.0,97.7,1,12,0,480,0,0,0,480,271,271,0,480,209,0
Josh Lugg,59982,T,NOTRE DAME,9,100.0,1,258,67.5,83.0,63.1,3,5,247,100.0,100.0,98.4,5,8,0,480,0,0,48,480,263,263,0,431,217,1
Rusty Feth,53571,G,MIAMI OH,11,100.0,0,221,59.2,68.8,56.5,0,5,202,100.0,100.0,98.8,2,5,0,478,0,46,0,478,209,209,430,0,269,2
Cobe Bryant,101037,G,SMU,12,100.0,1,287,55.2,59.3,58.2,3,7,238,100.0,100.0,97.9,5,10,0,477,0,0,0,477,254,254,365,112,223,0
Tanner Morgan,55239,QB,MINNESOTA,13,53.1,1,225,85.5,,61.4,0,0,0,0.0,0.0,,3,0,0,476,0,0,0,896,0,391,0,0,476,0
Ryan Alexander,47052,T,SYRACUSE,7,100.0,1,304,62.4,78.6,59.4,0,12,288,100.0,100.0,97.6,7,13,1,476,0,0,0,476,305,305,0,476,171,0
Marshon Ford,77874,TE,LOUISVILLE,13,78.3,1,210,70.3,49.4,62.6,3,8,126,49.2,50.6,95.6,1,11,0,475,0,0,0,607,135,267,0,0,340,168
Nick Broeker,99084,T,OLE MISS,11,100.0,0,226,54.3,51.7,56.0,1,11,195,100.0,100.5,96.4,3,13,1,475,0,0,475,475,214,213,0,0,261,0
Jack Freeman,77435,C,HOUSTON,8,100.0,0,182,53.5,51.3,52.6,5,3,229,100.0,100.0,98.3,1,8,0,475,475,0,0,475,252,252,0,0,223,0
Ben Cleveland,41696,G,GEORGIA,13,100.0,0,173,77.8,78.5,76.7,0,7,208,100.0,100.0,98.3,2,7,0,475,0,0,0,475,223,223,475,0,252,0
Henry Pearson,83930,TE,APP STATE,14,72.8,0,108,66.0,70.6,80.3,0,1,52,23.6,23.4,97.1,1,2,1,474,0,0,0,651,54,231,0,1,420,303
Evan Curl,36897,G,KANSAS ST,13,100.0,0,199,63.9,71.6,62.6,0,7,231,100.0,100.0,98.1,2,8,1,473,0,467,0,473,243,243,6,0,230,0
Antonio Nunn,42411,WR,BUFFALO,12,65.3,0,126,80.0,,66.1,0,0,0,0.0,0.0,,4,0,0,472,0,0,0,723,0,251,0,0,472,0
Antwine Loper,54534,T,COAST CAR,8,100.0,0,141,56.9,38.9,63.4,4,11,219,100.0,100.0,95.2,1,18,3,471,0,0,16,471,234,234,0,455,237,0
Joey Magnifico,36183,TE,MEMPHIS,13,65.4,1,218,58.8,69.6,64.1,2,0,85,26.5,26.4,98.8,5,2,0,471,0,0,0,720,89,337,0,0,382,480
Marcus Greer,79674,G,MIDDLE TN,10,100.0,0,224,49.6,46.3,48.2,1,12,256,100.0,100.0,97.1,3,14,1,471,0,0,0,471,277,277,471,0,194,0
Andru Tovi,59773,C,KANSAS,12,100.0,0,198,61.4,55.2,62.6,2,13,258,100.0,100.0,96.7,1,16,1,470,470,0,0,470,270,270,0,0,200,0
Kade Waguespack,60830,T,AIR FORCE,11,85.6,0,101,74.3,79.7,80.2,0,0,4,5.1,4.8,100.0,3,0,0,468,0,0,63,547,4,83,0,49,464,128
Christian Trahan,77912,TE,HOUSTON,12,78.7,1,182,62.3,45.0,46.9,0,10,141,55.1,54.3,92.9,2,15,5,466,0,0,0,592,150,276,0,0,316,359
Chris Hughes,23029,G,KANSAS,12,100.0,0,198,70.1,77.2,67.0,3,6,244,100.0,100.0,98.2,0,9,0,466,0,1,0,466,261,261,465,0,205,0
Ryan Luehrman,42371,TE,OHIO,13,63.4,0,259,67.7,54.1,55.7,0,3,55,18.0,18.3,95.5,2,4,1,464,0,0,0,732,60,328,0,0,404,346
Bryson Cain,41281,G,ARIZONA,10,100.0,0,109,61.9,76.3,55.4,1,5,271,100.0,100.0,98.9,0,6,0,464,0,280,0,464,282,282,184,0,182,0
Mark Brooks,41609,T,W MICHIGAN,12,100.0,0,347,81.5,73.9,80.3,3,5,199,100.0,100.0,97.5,1,9,1,463,0,0,0,463,209,209,0,462,254,0
Cornelius McCoy,84196,WR,GA STATE,13,52.1,0,175,71.9,,58.5,0,0,0,0.0,0.0,,6,0,0,461,0,0,0,885,0,423,0,0,461,0
Tanner King,57106,T,TEXAS ST,8,100.0,0,314,40.9,18.1,53.8,9,17,275,100.0,100.0,94.9,2,27,1,461,0,68,393,461,289,289,0,0,172,0
Erik Swenson,40250,T,OKLAHOMA,10,100.0,0,261,67.8,72.1,65.1,1,14,228,100.0,100.0,96.7,4,15,0,460,0,0,407,460,237,237,0,53,223,0
Cam Brown,57052,TE,GA SOUTHRN,13,93.4,0,174,53.7,64.9,55.8,0,0,54,62.8,64.8,100.0,0,0,0,456,0,0,0,488,59,91,0,0,397,384
D'Andre Plantin,37015,T,N TEXAS,8,100.0,0,251,47.9,58.4,41.5,4,7,261,100.0,100.0,97.5,1,12,1,456,0,5,343,456,272,272,0,108,184,0
Tre Nixon,40445,WR,UCF,13,49.4,1,323,59.9,,61.9,0,0,0,0.0,0.0,,4,0,0,456,0,0,0,924,0,468,0,0,456,0
Zac Thomas,39989,QB,APP STATE,14,48.0,0,108,72.2,,60.2,0,0,0,0.0,0.0,,3,0,0,456,0,0,0,950,0,433,0,0,456,0
Benn Olson,41556,G,N ILLINOIS,10,100.0,0,254,61.9,71.5,59.4,0,4,246,100.0,100.0,98.8,4,5,1,456,65,391,0,456,255,255,0,0,201,0
Greg Eiland,41341,T,MISS STATE,11,100.0,0,227,58.1,51.7,58.6,4,10,213,100.0,100.0,95.3,1,17,3,455,0,0,11,455,217,217,0,443,238,0
Joshua Mote,59803,G,LA TECH,13,99.1,0,208,70.8,71.6,70.6,0,8,235,98.3,98.4,98.3,0,8,0,455,0,209,0,459,245,249,212,2,210,36
John Michael Schmitz Jr.,55238,C,MINNESOTA,12,100.0,0,225,85.0,78.1,82.8,1,1,180,100.0,100.0,99.4,1,2,0,452,451,0,0,452,189,189,0,0,263,0
Nolan Givan,42166,TE,BALL ST,12,70.5,0,117,52.3,60.0,58.6,1,2,72,28.8,29.2,97.9,4,3,0,452,0,0,0,641,78,267,0,0,374,552
Sam Neverov,58535,G,BOWL GREEN,8,100.0,1,122,61.8,47.0,63.1,4,8,206,100.0,100.0,97.1,4,12,0,451,0,356,94,451,214,214,0,0,237,0
C.J. Thorpe,60018,G,PENN STATE,13,100.0,0,266,70.1,44.4,77.1,5,5,218,100.0,100.0,96.8,4,12,2,450,0,18,0,450,226,226,432,0,224,0
Noah Henderson,77439,T,E CAROLINA,11,100.0,0,156,41.1,23.8,52.0,7,20,255,100.0,100.0,94.7,0,27,0,449,0,0,10,449,276,276,0,439,173,0
Ry Schneider,41164,G,OKLA STATE,12,100.0,1,262,64.9,68.4,63.1,1,5,198,100.0,100.0,97.5,3,8,2,446,160,0,0,446,211,211,286,0,235,0
T.J. McCoy,37073,C,LOUISVILLE,9,100.0,0,210,51.4,56.6,55.8,0,4,194,100.0,100.0,97.9,6,6,2,444,444,0,0,444,204,204,0,0,240,0
Levi Lewis,60428,QB,LA LAFAYET,14,47.8,0,207,72.1,62.2,60.2,0,0,1,0.2,0.2,100.0,4,0,0,443,0,0,0,926,1,451,0,0,442,0
Bernhard Raimann,77948,TE,C MICHIGAN,14,71.0,0,134,47.7,73.5,54.9,0,2,68,28.3,28.5,98.5,4,2,0,443,0,0,0,624,72,253,0,2,371,566
Mark Kallenberger,59748,G,IOWA,12,100.0,1,192,71.2,74.7,69.8,2,6,228,100.0,100.0,98.2,1,8,0,442,0,127,124,442,237,237,190,1,205,0
Jakoby Jones,100794,G,UAB,12,100.0,1,321,50.5,47.3,54.4,1,8,200,100.0,100.0,96.7,4,11,2,440,0,297,55,440,205,205,0,0,235,86
Kameren Stewart,98488,T,COAST CAR,7,100.0,2,141,32.6,24.1,40.6,1,16,189,100.0,100.0,94.4,7,19,2,439,0,0,435,439,201,201,0,1,238,3
Marcus Williams,60973,TE,NEW MEXICO,12,64.0,1,241,68.0,51.6,57.9,1,3,88,27.7,28.5,96.6,3,5,1,437,0,0,0,683,98,344,0,0,339,145
Matt Martin,78348,C,MIDDLE TN,9,100.0,3,224,56.9,59.2,64.9,0,6,248,100.0,100.0,98.8,8,6,0,436,436,0,0,436,268,268,0,0,168,0
J.D. Duplain,101572,G,MICH STATE,9,100.0,0,223,55.5,62.7,51.2,1,3,216,100.0,100.0,98.6,0,5,1,434,0,434,0,434,226,226,0,0,208,0
Tyler Johnson,48054,WR,MINNESOTA,13,53.0,0,225,91.5,,60.6,0,0,0,0.0,0.0,,1,0,0,433,0,0,0,817,0,384,0,0,433,0
Stewart Reese,41113,G,MISS STATE,11,100.0,0,227,59.8,76.3,55.5,3,5,215,100.0,100.0,98.1,2,8,0,433,0,0,0,433,222,222,303,130,211,0
Jacob Jankoviak,101276,G,NEW MEXICO,11,100.0,0,241,64.1,61.8,64.0,2,7,194,100.0,100.0,97.7,2,9,0,432,0,71,0,432,211,211,361,0,221,0
Charlie Woerner,42257,TE,GEORGIA,14,65.3,0,173,58.9,67.4,82.9,0,2,54,19.7,20.4,98.1,2,2,0,432,0,0,0,662,59,289,0,0,373,380
Camden Harrison,61153,WR,ARMY,12,74.6,0,114,73.8,61.0,75.6,0,0,1,0.7,0.7,100.0,2,0,0,432,0,0,6,579,1,148,0,1,431,2
Matt Bockhorst,51714,G,CLEMSON,15,100.0,1,140,73.1,70.3,75.9,2,3,197,100.0,100.0,98.2,3,6,1,431,0,300,0,431,210,210,131,0,221,0
Jake Hescock,41322,FB,UCF,12,80.6,0,323,55.6,36.9,60.4,2,10,142,60.9,58.7,95.1,1,13,1,431,0,0,0,535,148,252,0,0,283,114
Dalton Tomlison,98403,C,UMASS,9,100.0,0,216,35.2,25.8,42.8,1,7,221,100.0,100.0,96.8,3,11,3,431,413,0,0,431,231,231,18,0,200,0
Noah Togiai,47282,TE,OREGON ST,12,56.1,0,265,63.4,72.7,55.7,0,2,84,20.5,20.7,98.8,3,2,0,430,0,0,0,767,88,425,0,0,342,536
Khalil Keith,58528,G,BAYLOR,10,100.0,0,118,62.3,68.3,61.4,3,4,227,100.0,100.0,97.6,3,9,2,429,0,417,0,429,240,240,0,0,189,11
Darta Lee,81911,T,UTEP,10,100.0,1,330,64.3,58.9,73.3,5,8,209,100.0,100.0,95.5,6,16,3,429,0,0,358,429,224,224,71,0,205,0
Drew Plitt,39879,QB,BALL ST,12,46.5,0,117,66.2,,60.5,0,0,0,0.0,0.0,,2,0,0,429,0,0,0,923,0,461,0,0,429,1
Clyde McCauley III,36930,T,KANSAS,12,100.0,0,198,64.5,70.7,59.6,1,5,216,100.0,100.0,98.1,1,7,1,426,0,4,3,426,231,231,0,415,195,4
Jace Fuamatu,81648,G,FRESNO ST,7,100.0,0,169,57.8,52.5,59.6,1,10,221,100.0,100.0,97.1,3,12,1,426,0,418,0,426,238,238,8,0,188,0
Roger Carter,55200,TE,GA STATE,13,60.4,0,175,63.4,77.9,56.0,0,0,28,9.7,10.3,100.0,1,0,0,425,0,0,3,704,32,311,0,7,393,194
Brady White,25506,QB,MEMPHIS,14,44.6,0,218,73.4,62.2,61.5,0,0,1,0.2,0.2,100.0,4,0,0,425,0,0,0,952,1,493,0,0,424,0
Austin Watkins,84457,WR,UAB,14,53.7,0,321,87.1,,64.5,0,0,0,0.0,0.0,,0,0,0,424,0,0,0,789,0,365,0,0,424,0
Robert Hainsey,59980,T,NOTRE DAME,8,100.0,1,258,74.6,79.0,72.6,2,6,241,100.0,100.0,98.3,6,8,0,423,0,0,0,423,252,252,0,423,171,0
Jerome Carvin,81852,G,TENNESSEE,10,99.8,0,307,51.5,48.0,49.5,0,7,190,99.5,99.5,98.2,1,7,0,422,17,2,1,423,207,208,396,0,215,7
Shane Buechele,12659,QB,SMU,13,41.3,0,287,82.7,62.2,60.6,0,0,0,0.0,0.2,,1,0,0,422,0,0,0,1023,1,571,0,0,421,0
Austin Dorris,47305,TE,BOWL GREEN,12,60.2,0,122,40.5,60.3,41.9,0,0,62,18.9,18.4,96.8,5,2,2,422,0,0,0,701,63,342,0,0,359,534
Jake Hornibrook,100519,G,STANFORD,7,100.0,0,300,55.9,49.1,55.0,5,10,270,100.0,100.0,96.5,0,17,2,422,0,0,0,422,281,281,422,0,141,0
Jake Fromm,60389,QB,GEORGIA,14,47.3,0,173,86.5,,60.2,0,0,0,0.0,0.0,,3,0,0,421,0,0,0,891,0,445,0,0,421,0
Josiah Deguara,47034,TE,CINCINNATI,14,53.8,0,138,70.2,48.2,69.7,0,4,37,9.7,9.8,94.6,3,4,0,421,0,0,0,782,39,400,0,0,382,468
Ryan Carriere,41232,TE,CHARLOTTE,13,82.5,0,136,54.3,56.7,65.8,1,3,82,49.1,49.7,97.6,4,4,0,420,0,0,0,509,88,177,0,0,332,446
Tanner Cowley,47479,TE,VIRGINIA,14,55.9,0,335,60.3,70.0,58.1,0,10,144,30.9,32.3,95.8,0,11,1,420,0,0,0,751,158,489,1,0,262,428
Nick Brahms,58514,C,AUBURN,9,100.0,0,115,65.6,76.3,61.4,1,2,211,100.0,100.0,99.3,1,3,0,419,419,0,0,419,219,219,0,0,200,0
James Mitchell,77885,TE,VA TECH,13,63.4,0,337,70.2,59.6,61.8,1,0,48,17.6,18.3,99.0,2,1,0,418,0,0,2,659,53,289,0,2,365,316
Daniel Bellinger,84041,TE,S DIEGO ST,13,64.1,0,284,62.2,63.3,57.0,0,1,33,13.0,12.7,95.5,1,2,1,417,0,0,0,651,34,268,0,1,383,553
Nouredin Nouili,98263,G,COLO STATE,8,100.0,0,144,53.3,65.9,47.2,1,5,245,100.0,100.0,98.0,1,8,2,417,0,410,2,417,261,261,0,5,156,0
Greg Long,41334,T,UTEP,7,100.0,0,330,51.7,47.0,57.4,1,9,191,100.0,100.0,94.2,4,16,6,417,0,0,0,417,206,206,0,417,211,0
Jelani Woods,60509,TE,OKLA STATE,13,70.5,0,262,54.8,80.6,57.9,0,1,83,33.3,34.1,99.4,2,1,0,416,0,0,1,590,90,264,0,2,326,405
Victor Tucker,61203,WR,CHARLOTTE,13,53.1,1,136,83.4,,72.5,0,0,0,0.0,0.0,,2,0,0,415,0,0,0,782,0,364,0,0,415,1
Ben Knutson,39837,G,TULANE,10,100.0,0,319,52.4,75.8,52.0,1,0,177,100.0,100.0,99.2,5,2,1,414,0,0,0,414,182,182,414,0,232,0
Amir Luckett,59864,T,MIDDLE TN,12,100.0,2,224,59.0,61.9,58.4,2,5,233,100.0,100.0,98.5,3,7,0,413,0,0,31,413,247,247,131,245,166,6
Robert Hunt,46139,T,LA LAFAYET,7,100.0,0,207,87.1,80.7,86.0,0,1,184,100.0,100.0,99.2,2,2,1,412,0,0,0,412,196,196,6,402,216,4
Ryan Agnew,33451,QB,S DIEGO ST,12,46.2,0,284,80.5,,60.0,0,0,0,0.0,0.0,,2,0,0,412,0,0,0,891,0,442,0,0,412,0
Dylan Couch,41390,G,TULSA,7,100.0,1,320,48.2,59.3,45.8,1,6,194,100.0,100.0,98.2,5,7,0,412,34,0,0,412,209,209,378,0,203,0
Caleb Kelly,59709,T,GA SOUTHRN,10,100.0,0,174,69.5,62.4,70.1,1,0,112,100.0,100.0,97.8,4,3,2,411,0,0,251,411,125,125,0,157,286,0
Ed Ingram,59819,G,LSU,11,100.0,1,211,60.0,56.0,60.4,3,3,236,100.0,100.0,98.3,1,7,1,411,0,411,0,411,245,245,0,0,166,0
Brett Kitrell,59985,G,OHIO,8,100.0,0,259,61.5,61.9,64.7,3,7,192,100.0,100.0,96.9,6,11,1,410,0,410,0,410,206,206,0,0,204,0
Grant Miller,60200,C,VANDERBILT,8,99.8,0,333,30.8,25.8,34.8,2,7,236,100.0,100.0,97.7,4,10,1,410,286,28,0,411,249,249,97,0,161,0
LaQuinston Sharp,99095,G,MISS STATE,9,100.0,0,227,61.1,50.8,62.5,3,5,176,100.0,100.0,96.6,3,10,2,410,1,0,0,410,182,182,408,0,228,0
Jake Molinich,45060,TE,BUFFALO,13,86.2,1,126,49.8,63.2,56.4,0,1,23,26.7,26.1,97.8,1,1,0,407,0,0,0,472,23,88,0,0,384,369
