player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mitchell Berg,55364,T,TOLEDO,11,100.0,1,316,52.1,48.2,56.0,9,10,332,100.0,100.0,95.6,6,24,5,725,0,0,720,725,349,349,0,0,376,5
Mike Yerardi,37018,G,UMASS,11,100.0,0,216,53.7,52.2,52.4,3,10,382,100.0,100.0,97.5,2,16,3,724,213,0,0,724,397,397,511,0,327,0
Baveon Johnson,41337,C,FLORIDA ST,11,100.0,0,167,48.4,54.0,48.5,5,10,410,100.0,100.0,97.0,5,20,5,724,724,0,0,724,436,436,0,0,288,0
Evan Neal,99063,G,ALABAMA,13,100.0,0,103,71.2,70.0,70.1,3,8,399,100.0,100.0,98.4,1,12,1,723,0,723,0,723,423,423,0,0,300,0
Will Gilchrist,78349,T,MIDDLE TN,12,99.9,0,224,66.0,60.9,66.2,1,12,403,99.8,99.8,98.1,4,14,1,722,0,0,714,723,426,427,0,0,296,7
Ricky Stromberg,99066,G,ARKANSAS,12,100.0,0,111,65.0,66.3,67.3,6,9,389,100.0,100.0,98.1,5,15,0,722,0,113,0,722,417,417,609,0,305,0
Landon Dickerson,41712,C,ALABAMA,13,100.0,0,103,77.9,80.8,79.3,2,4,397,100.0,100.0,99.2,6,6,0,720,504,0,0,720,420,420,216,0,300,0
Brady Scott,59689,G,FLORIDA ST,12,100.0,2,167,56.2,52.1,57.6,5,12,396,100.0,100.0,96.6,5,22,5,720,0,561,0,720,417,417,47,112,303,0
Sean Pollard,41995,C,CLEMSON,15,100.0,2,140,68.4,75.2,67.1,1,2,389,100.0,100.0,99.4,7,4,1,720,720,0,0,720,416,416,0,0,304,0
Jack DeFoor,41168,G,GA TECH,12,100.0,1,176,53.9,53.5,53.1,0,9,340,100.0,100.0,98.7,3,9,0,719,0,667,0,719,354,354,0,51,365,0
Sam Thompson,81612,C,COAST CAR,10,100.0,1,141,64.7,61.8,64.7,2,8,338,100.0,100.0,98.5,3,10,0,719,719,0,0,719,357,357,0,0,362,0
Jared Southers,51664,T,GA TECH,12,100.0,1,176,53.6,46.0,57.2,0,17,338,100.0,100.0,95.4,3,24,7,718,0,0,1,718,352,352,162,553,366,1
Isaiah Wilson,59704,T,GEORGIA,11,100.0,0,173,80.4,84.6,73.4,2,6,333,100.0,100.0,98.5,1,9,1,718,0,0,0,718,358,358,0,718,360,0
Eric Seay,78291,G,MIDDLE TN,12,100.0,0,224,53.1,72.6,44.5,0,13,396,100.0,100.0,98.4,2,13,0,717,0,717,0,717,421,421,0,0,296,0
Tate Heitmeier,60815,G,TEXAS ST,11,100.0,1,314,65.8,61.5,69.0,3,15,430,100.0,100.0,97.4,4,20,2,717,0,0,0,717,449,449,714,1,268,0
Nick Saldiveri,81785,T,DOMINION,11,100.0,1,263,68.5,66.2,66.9,2,22,414,100.0,100.0,96.1,2,28,4,716,0,0,0,716,432,432,0,715,284,0
Logan Harris,55558,G,WYOMING,11,100.0,0,351,59.3,56.0,59.4,5,9,267,100.0,100.0,97.0,2,15,1,715,0,0,0,715,279,279,714,1,436,0
Matt Carrick,57101,G,MICH STATE,13,100.0,0,223,56.4,57.1,54.2,5,6,388,100.0,100.0,97.8,1,14,3,714,0,0,0,714,407,407,714,0,307,0
Ethan Reed,27004,G,LA TECH,13,100.0,0,208,61.3,69.9,56.3,2,9,389,100.0,100.0,98.3,3,12,1,714,0,0,0,714,417,417,714,0,297,0
Shea Baker,52215,G,RICE,12,100.0,0,275,56.3,61.1,52.2,1,8,348,100.0,100.0,98.1,0,11,2,713,191,4,0,713,374,374,518,0,339,0
Bryce Bray,77459,G,OKLA STATE,13,100.0,0,262,68.0,72.7,67.3,1,9,314,100.0,100.0,97.8,2,12,2,712,0,0,75,712,337,337,411,224,375,0
Nino Leone,41393,C,UCONN,11,100.0,0,146,65.7,71.8,62.2,2,11,355,100.0,100.0,97.9,2,14,1,711,711,0,0,711,370,370,0,0,341,0
Kirk Kelley,46314,G,TROY,10,100.0,0,318,71.0,72.4,71.5,1,9,437,100.0,100.0,98.2,3,13,3,710,0,701,9,710,468,468,0,0,242,0
Darian Kinnard,51789,T,KENTUCKY,13,100.0,0,202,89.2,69.1,89.1,0,8,244,100.0,100.0,96.7,1,12,4,706,0,0,0,706,261,261,0,706,445,0
Solomon Kindley,41471,G,GEORGIA,13,100.0,0,173,72.6,75.9,72.2,3,4,328,100.0,100.0,98.3,3,9,2,704,0,703,0,704,350,350,0,0,354,0
Samuel Jackson,55403,T,UCF,13,100.0,1,323,57.0,55.1,56.7,3,5,345,100.0,100.0,98.0,2,11,3,704,0,84,479,704,367,367,140,0,337,1
Jack Sides,41907,T,ARMY,13,99.9,0,114,79.4,49.6,79.3,1,6,131,99.2,99.3,97.3,0,7,0,703,1,0,28,704,141,142,318,327,562,30
Will Bramel,81803,T,PURDUE,12,100.0,0,273,46.0,39.8,48.4,3,31,448,100.0,100.0,95.3,0,38,4,703,0,1,0,703,471,471,6,695,232,0
Matt Skibinski,37326,T,MIAMI OH,12,100.0,0,221,57.4,63.0,55.1,4,10,337,100.0,100.0,97.6,4,15,1,702,0,0,0,702,351,351,0,700,351,0
Robbie Bell,41191,G,LOUISVILLE,13,100.0,3,210,53.6,50.6,54.3,3,18,302,100.0,100.0,96.2,6,22,1,702,0,0,0,702,317,317,702,0,385,0
Clay Servin,75871,T,RICE,11,100.0,2,275,52.5,54.5,50.9,2,17,342,100.0,100.0,96.3,2,22,3,701,0,5,685,701,367,367,2,9,334,0
Mekhi Becton,59818,T,LOUISVILLE,11,99.9,0,210,83.0,82.5,79.6,3,6,302,99.7,99.7,98.2,2,10,1,700,0,0,686,701,314,315,0,0,386,15
Michael Saffell,58546,C,CAL,11,100.0,1,130,74.6,75.7,72.5,0,8,362,100.0,100.0,98.6,5,9,1,700,700,0,0,700,387,387,0,0,313,0
Justice Oluwaseun,60179,T,UNLV,11,100.0,1,325,70.9,62.4,74.2,3,14,355,100.0,100.0,96.5,3,21,4,697,0,0,324,697,368,368,0,373,329,0
Justin Gooseberry,98666,T,RICE,11,99.9,0,275,65.0,74.9,60.7,1,11,337,99.7,99.7,97.3,4,15,3,696,0,0,6,697,362,363,0,680,334,11
Bryan Hudson,98241,C,VA TECH,12,100.0,0,337,49.4,66.3,45.5,1,6,276,100.0,100.0,98.4,3,8,1,696,696,0,0,696,289,289,0,0,407,0
Sean Christie,46896,G,MARYLAND,12,100.0,1,215,57.1,62.9,54.2,4,10,388,100.0,100.0,96.9,2,19,5,694,0,694,0,694,409,409,0,0,285,0
Elex Woodworth,27802,T,N TEXAS,10,100.0,1,251,64.3,76.3,55.3,3,10,402,100.0,100.0,98.1,1,14,1,694,0,274,420,694,421,421,0,0,273,0
Solo Vaipulu,75849,G,HAWAII,10,100.0,0,180,67.5,69.8,65.0,0,13,434,100.0,100.0,98.3,4,14,1,692,0,0,0,692,452,452,692,0,240,0
Myron Cunningham,33168,T,ARKANSAS,11,100.0,0,111,58.7,54.9,57.2,8,18,360,100.0,100.0,96.1,1,27,1,690,0,0,494,690,383,383,180,15,307,1
Jaelyn Duncan,81722,T,MARYLAND,12,100.0,3,215,40.9,27.1,57.7,8,29,382,100.0,100.0,93.3,10,44,7,688,0,0,681,688,402,402,0,0,286,6
Casey Phillips,77451,T,BAYLOR,13,100.0,0,118,63.7,63.6,65.0,3,13,365,100.0,100.0,96.2,6,22,6,687,0,0,378,687,392,392,0,304,295,4
Chris Estrella,59923,G,NEW MEXICO,12,100.0,1,241,66.1,80.3,62.1,1,6,292,100.0,100.0,98.8,4,7,0,687,0,663,22,687,319,319,1,0,368,0
Jaelin Fisher,41571,C,CHARLOTTE,12,100.0,3,136,53.1,49.9,56.3,0,5,273,100.0,100.0,99.1,8,5,0,686,686,0,0,686,294,294,0,0,392,0
Parker Ferguson,81537,T,AIR FORCE,13,100.0,0,101,85.7,67.5,85.7,1,3,108,100.0,100.0,98.1,3,4,0,686,0,89,525,686,119,119,0,70,567,2
Case Cook,59876,G,MISSOURI,12,100.0,1,229,62.1,80.0,57.5,0,7,352,100.0,100.0,98.4,3,9,2,683,26,186,0,683,374,374,471,0,309,0
Nathan Edwards,41470,C,NEVADA,12,100.0,0,239,59.6,73.1,52.3,2,6,399,100.0,100.0,98.2,1,11,3,682,682,0,0,682,420,420,0,0,262,0
Oge Udeogu,41943,G,C MICHIGAN,12,100.0,1,134,68.1,72.6,65.1,4,6,351,100.0,100.0,98.6,1,10,0,681,0,0,0,681,373,373,681,0,308,0
Hadon Merchant,60056,G,S ALABAMA,11,100.0,2,288,57.2,65.1,58.2,2,10,306,100.0,100.0,97.4,7,14,2,681,0,681,0,681,328,328,0,0,353,0
Blake Bedier,99448,T,BAYLOR,14,100.0,1,118,56.9,63.7,55.1,6,13,345,100.0,100.0,97.0,7,20,1,678,0,0,0,678,372,372,0,676,306,0
Ethan Howard,54499,T,COAST CAR,10,100.0,0,141,63.6,64.6,63.1,2,5,299,100.0,100.0,97.8,3,10,3,677,0,0,414,677,317,317,0,261,360,2
Gus Lavaka,41803,G,OREGON ST,11,100.0,0,265,76.4,78.5,74.9,1,6,364,100.0,100.0,98.8,1,8,1,677,0,677,0,677,381,381,0,0,296,0
Zach Thomas,43641,T,S DIEGO ST,12,100.0,0,284,72.2,79.6,68.5,0,6,310,100.0,100.0,99.0,5,6,0,676,0,0,0,676,323,323,0,643,353,33
J.R. Hensley,37017,G,HAWAII,11,100.0,0,180,72.2,84.0,72.7,3,2,436,100.0,100.0,99.2,6,6,1,675,0,675,0,675,457,457,0,0,218,0
Matt Morgan,59663,T,E CAROLINA,10,100.0,0,156,54.1,58.5,49.2,5,18,342,100.0,100.0,96.1,0,25,2,674,0,0,0,674,364,364,176,498,310,0
Rasheed Walker,81798,T,PENN STATE,13,100.0,0,266,69.7,63.9,68.4,2,11,329,100.0,100.0,96.5,1,18,5,674,0,0,644,674,345,345,0,29,329,0
Josh McCauley,40870,C,ARIZONA,10,100.0,0,109,71.0,81.0,65.6,1,7,380,100.0,100.0,98.9,3,8,0,670,670,0,0,670,393,393,0,0,277,0
Vincent Picozzi,40641,G,TEMPLE,9,100.0,0,306,73.3,75.7,71.4,2,5,340,100.0,100.0,98.4,0,9,2,669,0,0,0,669,356,356,669,0,313,0
Jordan Asbury,41385,G,W MICHIGAN,11,100.0,0,347,69.2,69.8,69.2,2,5,347,100.0,100.0,98.7,3,8,1,668,0,0,0,668,370,370,668,0,298,0
Daniel Faalele,81734,T,MINNESOTA,11,100.0,2,225,72.3,76.5,70.5,2,8,282,100.0,100.0,97.2,6,13,3,666,0,0,0,666,301,301,0,665,365,0
Branden Pena,40714,C,E CAROLINA,12,100.0,0,156,47.2,51.9,46.3,3,13,346,100.0,100.0,97.7,4,16,0,663,586,0,0,663,372,372,77,0,291,0
Gewhite Stallworth,46939,T,LA TECH,12,100.0,0,208,45.6,48.1,46.3,5,23,368,100.0,100.0,95.1,4,32,4,659,0,0,7,659,391,391,0,650,268,2
Jake Fruhmorgen,47017,C,BAYLOR,12,100.0,0,118,45.4,39.7,47.4,3,9,338,100.0,100.0,98.2,5,12,0,659,657,0,0,659,364,364,0,0,295,0
Saahdiq Charles,59820,T,LSU,9,100.0,2,211,70.4,71.7,70.5,3,14,404,100.0,100.0,97.4,5,19,2,658,0,0,658,658,419,419,0,0,239,0
Drew Wilson,41664,T,GA SOUTHRN,13,100.0,1,174,70.2,56.2,70.4,2,6,166,100.0,100.0,96.4,2,10,2,656,0,0,0,656,177,177,0,656,479,0
Darius Harper,77401,T,CINCINNATI,12,100.0,0,138,54.2,46.5,55.3,1,12,296,100.0,100.0,95.8,1,19,6,655,0,0,570,655,307,307,0,85,348,0
Peyton Backer,59706,C,GA SOUTHRN,13,100.0,1,174,63.7,58.6,63.1,2,6,161,100.0,100.0,96.9,4,9,1,654,631,23,0,654,176,176,0,0,478,0
Helber Fagundes,75837,G,UMASS,12,100.0,1,216,60.5,58.7,60.6,2,9,341,100.0,100.0,97.8,3,13,2,653,0,653,0,653,354,354,0,0,299,0
Andrew Poenitsch,36629,C,BALL ST,9,100.0,0,117,61.6,56.2,60.8,2,13,308,100.0,100.0,96.9,0,17,2,652,652,0,0,652,324,324,0,0,328,0
Navaughn Donaldson,59848,G,MIAMI FL,12,100.0,0,220,70.7,77.6,69.4,3,6,396,100.0,100.0,98.1,2,12,3,651,0,650,0,651,415,415,0,0,236,0
Jack Wohlabaugh,41710,C,DUKE,9,100.0,1,154,67.9,56.4,69.3,3,2,324,100.0,100.0,98.6,2,7,2,649,649,0,0,649,340,340,0,0,309,0
Fernando Frye,77437,G,E CAROLINA,12,100.0,0,156,52.5,54.9,52.7,2,11,344,100.0,100.0,97.5,5,15,2,648,0,525,0,648,371,371,123,0,277,0
Quireo Woodley,59697,G,FRESNO ST,10,100.0,0,169,64.9,49.7,68.9,2,14,352,100.0,100.0,97.2,1,18,2,646,0,0,0,646,373,373,645,0,273,1
Tomas Jack-Kurdyla,45284,G,BUFFALO,12,100.0,0,126,75.2,73.4,73.4,2,4,197,100.0,100.0,98.5,1,6,0,646,0,0,0,646,206,206,646,0,440,0
Luke Fortner,42028,G,KENTUCKY,13,100.0,1,202,77.0,77.0,74.3,3,2,223,100.0,100.0,98.4,1,6,1,646,0,100,0,646,240,240,546,0,406,0
Wanya Morris,98247,T,TENNESSEE,13,100.0,3,307,39.2,20.9,52.3,9,11,316,100.0,100.0,95.3,7,25,5,643,0,20,588,643,341,341,0,31,302,4
Cade Mays,81995,G,GEORGIA,13,100.0,0,173,65.5,53.2,68.2,3,10,301,100.0,100.0,96.8,1,16,3,642,46,59,108,642,320,320,336,64,322,27
Jacob Brammer,59944,T,N TEXAS,9,100.0,0,251,69.4,66.7,70.7,7,9,364,100.0,100.0,96.7,4,20,4,642,0,0,0,642,379,379,0,642,263,0
Jacob Rowland,37104,T,TEXAS ST,12,100.0,0,314,51.5,46.7,52.9,6,16,368,100.0,100.0,95.9,3,26,4,640,0,236,384,640,385,385,9,11,255,0
Kamaal Seymour,37020,T,RUTGERS,12,100.0,0,278,56.1,57.2,55.5,6,8,293,100.0,100.0,96.6,3,17,3,639,0,0,0,639,312,312,0,634,327,5
Ikem Ekwonu,98286,T,NC STATE,12,100.0,0,248,80.5,68.1,85.0,3,13,350,100.0,100.0,97.7,2,16,0,639,0,0,618,639,369,369,0,0,270,21
Ellis McKennie,46811,C,MARYLAND,12,100.0,1,215,70.2,77.7,64.7,2,8,350,100.0,100.0,98.0,1,12,2,639,406,0,43,639,369,369,86,102,270,2
Connor Vikupitz,58451,G,AIR FORCE,13,100.0,0,101,70.8,40.1,70.6,5,2,97,100.0,100.0,96.4,0,7,0,638,265,13,0,638,106,106,360,0,532,0
Brandon Heidecker,51619,G,TOLEDO,11,100.0,1,316,53.1,51.8,54.0,1,14,293,100.0,100.0,97.1,5,16,1,638,0,0,0,638,308,308,530,108,330,0
Nick Dennis,75405,G,SMU,13,100.0,0,287,62.4,74.5,58.1,2,6,317,100.0,100.0,98.7,1,8,0,636,0,27,0,636,336,336,607,0,300,1
Josh Jones,26634,T,HOUSTON,9,100.0,0,182,93.4,91.2,92.7,0,2,296,100.0,100.0,99.7,2,2,0,635,0,0,635,635,325,325,0,0,310,0
Dylan Galloway,41857,T,OKLA STATE,10,100.0,0,262,71.9,77.0,65.0,0,5,264,100.0,100.0,98.3,3,7,2,635,0,0,634,635,288,288,0,1,347,0
Jaxson Kirkland,60215,G,WASHINGTON,11,100.0,0,340,72.9,79.0,72.0,1,6,320,100.0,100.0,98.6,4,8,1,634,0,0,0,634,332,332,633,0,302,0
Khalique Washington,98704,T,SO MISS,12,100.0,0,296,51.2,62.9,46.4,7,18,328,100.0,100.0,95.0,5,29,4,630,0,0,7,630,341,341,0,609,289,7
Javon Mosley,86866,T,NEW MEXICO,11,100.0,0,241,68.4,70.5,67.0,2,9,283,100.0,100.0,97.7,4,12,1,630,0,0,629,630,309,309,0,0,321,0
Marques Cox,77518,T,N ILLINOIS,11,99.8,0,254,57.7,56.8,59.1,2,18,303,100.0,99.7,96.7,3,20,0,629,0,0,627,630,314,315,0,0,315,2
Bryce Foxworth,60081,G,SO MISS,12,100.0,1,296,42.0,35.9,42.5,4,17,359,100.0,100.0,96.5,6,23,2,622,0,0,0,622,374,374,622,0,248,0
Chase Behrndt,43963,G,W VIRGINIA,11,100.0,0,343,61.4,69.7,62.7,5,9,352,100.0,100.0,97.7,6,15,1,620,250,2,0,620,373,373,368,0,247,0
Dareuan Parker,41285,G,MISS STATE,11,100.0,0,227,67.1,75.5,64.2,3,6,287,100.0,100.0,97.7,1,11,2,620,0,619,0,620,299,299,0,0,321,0
Landan Paulsen,36919,G,IOWA,12,100.0,0,192,58.5,55.1,59.1,1,16,319,100.0,100.0,96.1,3,21,4,619,0,616,0,619,339,339,2,0,280,0
Valentino Daltoso,40467,T,CAL,11,100.0,1,130,66.0,69.8,65.1,2,17,339,100.0,100.0,96.9,4,20,1,616,0,106,432,616,359,359,74,4,257,0
Keenan Murphy,40970,G,HOUSTON,12,100.0,1,182,54.8,61.0,52.8,1,6,282,100.0,100.0,98.0,6,9,2,616,59,557,0,616,310,310,0,0,306,0
Cam DeGeorge,41469,G,UCONN,10,100.0,0,146,70.7,73.1,69.5,4,6,311,100.0,100.0,98.4,1,10,0,613,0,613,0,613,324,324,0,0,289,0
Alex Herndon,40851,T,ARMY,12,100.0,0,114,74.1,38.4,74.0,0,4,71,100.0,100.0,95.8,2,5,1,612,0,0,507,612,75,75,0,77,537,28
Caleb Shaffer,98380,G,MIAMI OH,13,100.0,1,221,63.5,57.1,64.8,1,12,284,100.0,100.0,97.7,2,13,0,611,0,510,0,611,296,296,101,0,315,0
Xavier Newman,58525,G,BAYLOR,10,100.0,2,118,52.6,57.9,53.1,8,11,353,100.0,100.0,97.3,7,19,0,611,0,0,0,611,377,377,611,0,234,0
Gio Pancotti,40010,G,HOUSTON,12,100.0,1,182,60.7,54.6,61.0,3,10,275,100.0,100.0,96.5,4,16,3,606,0,262,0,606,301,301,230,114,305,0
Barrett Miller,100562,G,STANFORD,11,100.0,0,300,54.2,54.1,51.5,5,13,377,100.0,100.0,96.8,1,21,3,605,0,519,17,605,398,398,69,0,207,0
Jaxson Deaton,40011,G,ARMY,13,100.0,0,114,70.0,62.5,70.4,4,2,93,100.0,100.0,96.8,5,6,0,604,0,582,0,604,100,100,21,0,504,0
Dontae Bull,81650,T,FRESNO ST,10,100.0,0,169,63.8,61.8,66.6,9,13,324,100.0,100.0,96.3,5,23,1,603,0,0,350,603,340,340,0,252,263,1
Gray Davis,59917,G,NEVADA,13,100.0,0,239,53.6,71.5,50.2,0,8,363,100.0,100.0,98.3,8,10,2,602,0,523,0,602,379,379,79,0,223,0
Trevor Brown,46388,T,AKRON,10,100.0,1,102,62.5,72.9,49.5,3,21,423,100.0,100.0,96.0,5,29,5,601,0,0,484,601,447,447,0,115,154,1
Brian Chaffin,36773,C,RICE,9,100.0,0,275,54.8,55.1,54.7,2,7,282,100.0,100.0,97.7,2,11,2,600,467,0,0,600,302,302,133,0,298,0
Alaric Jackson,40972,T,IOWA,10,100.0,0,192,71.4,65.7,71.7,5,11,317,100.0,100.0,96.8,2,18,2,599,0,0,599,599,332,332,0,0,267,0
Dallas Warmack,46183,G,OREGON,13,100.0,0,264,70.9,83.6,70.3,0,5,310,100.0,100.0,99.2,5,5,0,599,0,0,0,599,322,322,599,0,277,0
Samuel Williams,39843,T,LA MONROE,12,100.0,0,209,57.1,52.6,59.2,8,14,305,100.0,100.0,96.4,2,22,0,597,0,0,0,597,320,320,0,574,277,22
BJ Etienne,59686,G,FAU,13,100.0,2,165,58.4,64.5,54.9,1,9,305,100.0,100.0,97.7,3,12,2,596,0,393,9,596,324,324,0,194,272,0
Rico Robinson,51649,T,LA LAFAYET,13,100.0,0,207,64.8,74.1,57.7,2,10,277,100.0,100.0,97.8,1,12,0,596,0,0,583,596,293,293,0,0,303,13
Saige Young,60205,G,VANDERBILT,11,100.0,1,333,44.1,51.4,42.2,4,10,325,100.0,100.0,96.6,6,18,4,596,0,596,0,596,338,338,0,0,258,0
Dominic Taylor,84547,G,CHARLOTTE,11,100.0,0,136,63.6,72.1,60.9,0,3,239,100.0,100.0,99.4,1,3,0,595,27,567,0,595,261,261,0,1,334,0
James Gmiter,76932,G,W VIRGINIA,11,100.0,1,343,65.8,73.5,61.2,2,8,358,100.0,100.0,98.0,1,12,2,594,0,330,1,594,375,375,262,0,219,0
Loic Ngassam Nya,55442,G,WAKE,13,100.0,0,339,54.1,71.0,53.2,2,5,310,100.0,100.0,98.5,6,8,1,594,0,334,0,594,322,322,260,0,272,0
Christopher Mitchell,58453,C,AIR FORCE,13,100.0,0,101,69.1,64.7,68.3,1,1,80,100.0,100.0,98.7,4,2,0,594,594,0,0,594,89,89,0,0,505,0
Julio Garcia,28977,G,UNLV,10,100.0,4,325,76.9,76.4,81.5,1,3,305,100.0,100.0,99.0,8,5,1,592,0,145,0,592,316,316,447,0,276,0
Gabriel Houy,60020,G,PITTSBURGH,12,100.0,0,268,57.9,68.6,55.1,3,10,366,100.0,100.0,97.7,6,15,2,591,0,0,1,591,379,379,432,147,212,11
Thomas Preston III,81767,G,N TEXAS,10,100.0,0,251,59.0,72.4,55.7,2,9,333,100.0,100.0,98.0,4,12,1,589,0,589,0,589,346,346,0,0,243,0
Doug Nester,98486,G,VA TECH,12,100.0,0,337,55.5,67.2,53.2,2,3,231,100.0,100.0,97.6,2,8,3,585,0,0,0,585,241,241,585,0,344,0
R.J. Proctor,37075,T,OKLAHOMA,12,100.0,0,261,60.2,54.3,60.6,1,16,268,100.0,100.0,95.7,4,20,3,583,0,68,515,583,281,281,0,0,302,0
Dante Bivens,77317,G,TULSA,11,100.0,0,320,49.3,53.9,50.9,3,9,319,100.0,100.0,96.9,7,16,4,579,0,0,6,579,333,333,572,1,246,0
Steven Hayes,59990,C,OHIO,9,100.0,0,259,68.8,77.6,64.9,0,8,251,100.0,100.0,98.0,2,9,1,576,576,0,0,576,263,263,0,0,313,0
William Lay III,62971,C,GA TECH,10,100.0,0,176,46.3,59.8,42.5,4,11,271,100.0,100.0,96.9,1,16,1,575,575,0,0,575,284,284,0,0,291,0
Zuri Henry,81907,T,UTEP,11,100.0,0,330,52.1,54.2,55.4,4,17,269,100.0,100.0,94.6,6,25,4,575,0,0,404,575,295,295,0,171,280,0
JB Hunter,58509,T,ARMY,12,99.5,0,114,55.9,4.5,61.1,2,8,97,98.0,97.1,93.8,2,11,1,574,168,0,8,577,101,104,0,282,473,119
Matt Tanner,58537,G,BOWL GREEN,11,100.0,0,122,52.9,43.2,54.2,3,7,237,100.0,100.0,97.0,3,12,2,573,0,478,0,573,246,246,94,0,327,0
Jake Ferguson,61081,TE,WISCONSIN,14,63.7,0,349,67.0,46.1,61.1,1,1,46,12.8,12.4,95.7,0,3,1,572,0,0,0,898,46,372,0,0,526,758
Sam Garvin,59743,C,PURDUE,9,100.0,0,273,72.6,76.0,69.8,1,8,356,100.0,100.0,98.7,2,9,0,572,572,0,0,572,374,374,0,0,198,0
Zach Baker,26083,G,DUKE,11,100.0,1,154,57.6,39.0,62.3,3,14,274,100.0,100.0,96.2,4,19,2,572,0,570,0,572,285,285,0,0,287,0
Luke Tenuta,77367,T,VA TECH,12,100.0,0,337,62.6,55.2,62.2,4,10,224,100.0,100.0,95.1,0,18,4,572,0,0,0,572,236,236,0,549,336,23
Connor Galvin,77450,T,BAYLOR,10,100.0,1,118,64.0,67.5,59.1,4,13,336,100.0,100.0,96.9,2,19,2,570,0,0,560,570,354,354,0,0,216,8
Gunnar Vogel,41644,T,NWESTERN,9,100.0,2,256,58.7,50.1,61.5,4,9,280,100.0,100.0,97.0,5,15,2,567,0,0,76,567,300,300,0,490,267,1
Lawrence Edwards,40718,G,GA SOUTHRN,13,100.0,1,174,59.5,72.7,57.9,1,1,145,100.0,100.0,97.9,2,4,2,567,0,505,0,567,159,159,61,0,408,0
Malik Clark,45322,G,KANSAS,12,100.0,1,198,61.2,65.6,62.1,2,5,286,100.0,100.0,98.8,6,7,0,566,0,566,0,566,299,299,0,0,267,0
Andrew Smith Jr.,81873,C,UAB,9,100.0,0,321,48.5,48.7,48.0,0,11,238,100.0,100.0,96.8,1,13,2,566,401,0,0,566,245,245,165,0,321,0
Heneli Bloomfield,81897,G,UTAH ST,13,100.0,0,329,68.8,84.5,68.3,2,6,339,100.0,100.0,98.8,6,8,0,566,0,566,0,566,354,354,0,0,212,0
Kaleb Kim,36766,C,AUBURN,9,100.0,0,115,61.1,71.0,56.6,0,2,235,100.0,100.0,99.6,0,2,0,565,516,0,0,565,248,248,49,0,317,0
Nick Sink,41523,C,OHIO,12,100.0,0,259,70.3,82.3,66.1,2,4,222,100.0,100.0,98.6,1,6,0,565,297,265,0,565,235,235,3,0,330,0
Jarrod Leeds,59705,T,GA SOUTHRN,11,99.8,0,174,58.0,61.3,57.1,2,5,132,100.0,99.3,95.1,3,10,3,565,0,0,565,566,140,141,0,0,425,0
Greg Fecanin,60156,G,UAB,14,100.0,0,321,59.7,74.3,54.7,0,4,245,100.0,100.0,98.8,0,5,1,565,0,57,0,565,251,251,505,0,314,0
Kevin Davis,60199,G,UTSA,10,100.0,0,331,68.3,68.4,67.8,0,9,294,100.0,100.0,98.1,2,10,1,563,0,0,0,563,302,302,563,0,261,0
Matthew Bedford,101579,T,INDIANA,9,100.0,0,190,46.6,39.8,59.5,6,17,319,100.0,100.0,95.1,8,27,4,563,0,0,563,563,349,349,0,0,214,0
Richard Gouraige,81635,G,FLORIDA,12,100.0,0,163,56.3,63.0,50.2,2,10,324,100.0,100.0,97.8,2,13,1,562,0,452,109,562,349,349,0,0,213,1
Desmond Noel,41776,G,FAU,11,100.0,0,165,66.1,75.6,63.0,0,2,275,100.0,100.0,98.9,2,4,2,559,0,559,0,559,293,293,0,0,266,0
C.J. Perez,77520,C,N ILLINOIS,9,100.0,2,254,63.5,60.8,64.2,2,8,296,100.0,100.0,98.0,3,11,1,558,558,0,0,558,308,308,0,0,250,0
LaDarius Henderson,98275,T,ARIZONA ST,10,100.0,2,110,43.5,39.5,48.6,5,16,331,100.0,100.0,95.3,3,26,5,556,0,0,554,556,346,346,0,0,210,1
Dontae Lucas,98047,G,FLORIDA ST,10,100.0,1,167,61.7,66.9,60.2,3,8,317,100.0,100.0,97.3,4,14,3,556,0,102,0,556,342,342,454,0,214,0
Robert Jones,100786,T,MIDDLE TN,12,100.0,0,224,72.6,74.6,68.2,1,7,303,100.0,100.0,98.3,2,9,1,556,0,0,0,556,325,325,0,549,231,5
Tarik Adams,41898,T,MARSHALL,12,100.0,0,214,72.5,63.2,73.9,1,8,257,100.0,100.0,97.1,1,12,3,554,0,0,0,554,280,280,0,554,274,0
Sean Bailey,40720,G,E CAROLINA,8,100.0,0,156,59.4,63.3,56.2,3,8,261,100.0,100.0,97.5,0,12,1,550,0,0,0,550,285,285,550,0,265,0
Jake Kradel,77328,G,PITTSBURGH,9,100.0,0,268,65.0,61.8,68.5,2,10,319,100.0,100.0,97.5,3,14,2,548,0,0,0,548,330,330,548,0,218,0
Peyton Reeder,56549,C,ARMY,10,100.0,1,114,74.5,18.8,77.8,3,5,98,100.0,100.0,95.9,3,8,0,548,371,0,0,548,105,105,177,0,443,0
