player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Kyle Nixon,60764,S,TROY,7,0,0,318,72.6,1,1,1,1.3,0.0,0,0,100.0,0,79,1,2,0,,0,0,0,0.0,,0,,0,32,0,0
Tirise Barge,60767,LB,TULANE,9,0,0,319,62.6,1,1,15,36.6,6.7,1,1,6.7,0,41,15,2,0,57.6,0,0,2,22.2,0.0,0,0.0,0,9,2,0
Quentin Brown,60769,LB,TULANE,2,0,0,319,59.2,0,0,2,13.3,0.0,0,0,0.0,0,15,2,0,0,,0,0,0,0.0,,0,,0,4,0,0
Chase Kuerschen,60770,S,TULANE,12,0,0,319,59.6,3,0,7,2.0,14.3,1,1,21.4,0,343,7,3,0,65.0,0,0,2,1.8,50.0,1,0.0,0,114,2,0
Will Boler,60771,S,UAB,14,1,0,321,78.4,2,0,8,1.7,25.0,2,4,12.5,0,543,9,2,0,72.9,0,0,1,0.6,100.0,1,0.0,0,154,1,0
Kobe Griffin,60777,LB,UAB,10,0,0,321,59.5,0,1,1,1.1,0.0,0,0,50.0,0,93,1,1,0,59.5,0,1,1,5.6,0.0,0,50.0,0,18,1,1
Bubba Bolden,60779,S,MIAMI FL,5,0,0,220,60.8,1,0,4,4.7,0.0,0,1,12.5,0,85,4,1,0,63.8,1,0,3,9.1,0.0,0,16.7,0,33,3,1
Isaiah Pola-Mao,60781,S,USC,13,0,0,326,74.0,2,3,20,4.2,0.0,0,1,27.5,3,500,21,8,0,63.1,0,2,3,1.9,0.0,0,66.7,1,206,4,3
Derrek Pitts Jr.,60785,S,MARSHALL,2,0,0,214,59.5,0,0,1,3.6,0.0,0,1,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Exree Loe,60790,LB,W VIRGINIA,12,0,0,343,56.2,2,2,30,16.7,10.0,3,2,6.7,0,180,30,4,0,55.7,0,1,19,25.0,10.5,2,2.6,0,76,19,1
Tyler Mais,60792,S,WISCONSIN,5,0,0,349,58.8,0,0,1,7.4,0.0,0,0,0.0,0,27,2,0,0,59.3,0,0,0,7.1,,0,,0,14,1,0
Esaias Gandy,60793,LB,WYOMING,9,0,0,351,58.3,0,0,11,20.0,0.0,0,0,9.1,1,55,11,1,0,63.4,0,0,0,0.0,,0,,1,13,0,1
Dylan Meeks,60832,ED,AKRON,11,1,1,102,56.1,1,11,189,99.5,3.2,6,1,4.2,2,198,197,14,0,54.7,0,3,46,100.0,6.5,3,3.3,0,49,49,3
Rob Saulin,60857,TE,BAYLOR,2,0,0,118,58.3,0,0,6,100.0,0.0,0,2,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Ben Moos,60867,ED,CAL,1,0,0,130,57.4,0,0,2,40.0,0.0,0,0,0.0,0,5,2,0,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Andre Landry,60938,DI,LA LAFAYET,4,0,0,207,64.0,0,0,23,100.0,8.7,2,0,0.0,0,25,25,0,0,56.2,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Jack Camper,60962,ED,MICH STATE,5,0,0,223,60.9,0,1,14,93.3,7.1,1,0,3.6,0,15,14,1,0,56.7,0,0,4,80.0,0.0,0,0.0,0,5,4,0
Keion White,60998,ED,DOMINION,12,0,1,263,83.7,13,27,279,94.9,16.8,47,10,9.0,5,312,296,45,0,90.4,5,15,99,98.2,28.3,28,13.1,3,110,108,23
Chris Herring,61101,WR,FAU,1,0,0,165,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Noah Igbinoghene,61155,CB,AUBURN,13,0,1,115,56.0,0,3,8,1.6,12.5,1,5,18.8,0,512,8,3,0,67.3,0,2,4,2.3,25.0,1,25.0,0,176,4,2
Mark Webb Jr.,61274,CB,GEORGIA,14,0,2,173,57.6,1,2,31,8.5,0.0,0,3,8.1,1,389,33,4,0,57.2,0,0,11,7.2,0.0,0,0.0,0,166,12,0
JaCoby Stevens,61402,S,LSU,15,2,0,211,71.8,1,7,67,12.8,4.5,3,8,13.4,5,594,76,13,0,69.5,1,2,23,12.1,4.3,1,19.6,3,231,28,6
Tahj Capehart,61416,CB,MARYLAND,5,0,0,215,58.3,1,0,7,29.2,0.0,0,0,21.4,1,24,7,2,0,64.0,1,0,4,44.4,0.0,0,37.5,1,9,4,2
Tyson Williams,61499,S,NEVADA,13,0,0,239,59.1,2,3,20,4.9,5.0,1,1,12.5,0,425,21,5,0,62.7,1,1,3,6.6,33.3,1,33.3,0,61,4,2
Daiyan Henley,61500,S,NEVADA,1,0,0,239,57.7,0,0,2,33.3,0.0,0,0,0.0,0,6,2,0,0,,0,0,0,,,0,,0,0,0,0
A.J. Brooks,61751,CB,UAB,14,0,0,321,60.0,0,0,1,0.6,0.0,0,2,0.0,0,172,1,0,0,,0,0,0,0.0,,0,,0,32,0,0
Drew Tejchman,61767,S,UNLV,3,0,0,325,60.0,0,0,1,1.1,0.0,0,1,0.0,0,91,1,0,0,,0,0,0,0.0,,0,,0,20,0,0
Bronson Boyd,61776,CB,UTAH,3,0,0,328,58.7,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Dadrian Taylor,61789,CB,UTSA,7,0,0,331,70.9,1,1,6,12.0,16.7,1,0,16.7,0,50,6,2,0,58.9,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Tyler Mahnke,61791,LB,UTSA,5,0,0,331,54.4,0,0,4,16.7,0.0,0,0,0.0,0,24,4,0,0,57.1,0,0,2,25.0,0.0,0,0.0,0,8,2,0
Caleb Farley,61803,CB,VA TECH,11,0,0,337,64.1,0,2,5,1.5,0.0,0,5,20.0,0,402,6,2,0,64.8,0,2,3,3.1,0.0,0,33.3,0,127,4,2
Deron Harrell,61833,CB,WISCONSIN,8,0,0,349,59.6,0,0,2,1.5,0.0,0,0,0.0,0,135,2,0,0,,0,0,0,0.0,,0,,0,52,0,0
Lonnie Phelps,62497,ED,MIAMI OH,14,0,0,221,74.3,4,16,167,99.4,13.2,22,2,8.4,4,178,177,24,0,67.8,3,11,86,98.9,16.3,14,9.3,1,91,90,15
Collin Hartmann,62538,DI,KENTUCKY,1,0,0,202,67.5,1,1,14,100.0,14.3,2,0,7.1,0,14,14,2,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Chris Oats,62603,LB,KENTUCKY,12,0,0,202,50.3,0,0,9,6.7,0.0,0,1,0.0,0,163,11,0,0,52.9,0,0,4,7.8,0.0,0,0.0,0,77,6,0
Arak McDuffie,62668,DI,MARSHALL,3,0,0,214,67.8,1,1,11,100.0,18.2,2,0,9.1,0,12,12,2,0,65.9,1,1,5,100.0,20.0,1,20.0,0,5,5,2
Joey Blount,62771,S,VIRGINIA,14,0,1,335,72.9,1,5,24,5.2,12.5,3,2,20.8,2,481,25,8,0,74.2,1,4,14,9.7,14.3,2,32.1,2,145,14,7
Zane Zandier,62773,LB,VIRGINIA,14,2,1,335,67.3,6,16,149,32.2,8.1,12,3,11.4,6,479,154,28,0,69.0,2,8,61,45.4,13.1,8,13.1,3,141,64,13
Charles Snowden,62775,ED,VIRGINIA,14,4,0,335,75.6,12,18,245,58.9,10.2,25,2,8.6,6,435,256,36,0,69.6,4,9,78,59.0,14.1,11,13.5,4,139,82,17
Elliott Brown,62777,ED,VIRGINIA,7,0,0,335,65.4,0,1,11,39.3,9.1,1,0,13.6,1,28,11,2,0,56.1,0,0,3,37.5,0.0,0,0.0,0,8,3,0
Matt Gahm,62779,ED,VIRGINIA,14,1,0,335,64.8,1,13,128,54.4,8.6,11,1,7.0,2,241,131,16,1,74.4,0,8,37,47.4,16.2,6,16.2,2,78,37,10
Mandy Alonso,62784,DI,VIRGINIA,14,2,0,335,69.8,5,17,312,99.7,7.7,24,2,4.5,3,332,331,25,0,80.9,2,12,88,100.0,19.3,17,10.2,2,94,94,16
Kaleb Oliver,62915,S,GA TECH,10,0,0,176,60.9,2,0,21,10.0,4.8,1,1,4.8,0,211,21,2,0,53.5,0,0,5,7.4,0.0,0,0.0,0,68,5,0
Cheyenne Labruzza,62917,S,TENNESSEE,3,0,0,307,59.5,0,1,1,5.0,0.0,0,0,50.0,0,20,1,1,0,,0,0,0,0.0,,0,,0,9,0,0
Shawn Shamburger,62918,CB,TENNESSEE,13,0,0,307,72.8,0,4,35,10.0,2.9,1,1,14.3,3,401,40,7,0,74.8,0,1,15,10.8,0.0,0,23.3,3,167,18,4
Theo Jackson,62919,S,TENNESSEE,12,0,0,307,66.3,1,0,6,2.5,0.0,0,0,8.3,0,244,6,1,0,59.0,0,0,1,1.0,0.0,0,0.0,0,98,1,0
Tre Swilling,62922,CB,GA TECH,12,0,3,176,76.7,1,0,5,1.7,0.0,0,9,30.0,1,363,6,2,0,,0,0,0,0.0,,0,,0,121,0,0
Deandre Johnson,62927,ED,TENNESSEE,13,0,0,307,70.7,4,3,94,97.1,9.6,9,1,6.9,3,103,100,10,0,75.1,2,1,34,100.0,17.6,6,13.2,3,37,37,6
Ryan Thaxton,62929,ED,USF,2,0,0,327,59.2,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,59.2,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Matthew Butler,62931,DI,TENNESSEE,12,1,2,307,63.7,3,5,227,100.0,6.6,15,3,3.1,3,241,241,11,1,65.7,2,3,91,100.0,11.0,10,3.8,1,97,97,6
Kivon Bennett,62934,ED,TENNESSEE,13,1,1,307,75.6,4,18,150,91.4,17.3,26,2,9.3,3,175,160,25,0,73.1,3,12,77,93.2,19.5,15,12.3,2,88,82,17
Djimon Brooks,62936,DI,GA TECH,12,0,0,176,60.9,1,4,140,100.0,5.0,7,0,1.8,0,152,152,5,0,62.5,0,4,38,100.0,10.5,4,5.3,0,43,43,4
Antwan Owens,62938,ED,GA TECH,8,1,0,176,64.9,3,7,133,97.9,7.5,10,2,4.5,1,143,140,11,0,55.0,0,2,44,97.9,4.5,2,2.3,0,48,47,2
Kelton Dawson,62939,ED,GA TECH,10,0,0,176,56.9,3,7,142,94.0,4.9,7,0,4.2,1,166,156,11,0,54.8,0,4,48,98.2,4.2,2,6.3,1,56,55,5
Shanon Reid,62950,LB,TENNESSEE,3,0,0,307,55.5,0,0,3,9.1,0.0,0,0,0.0,0,33,3,0,0,57.0,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Will Ignont,62951,LB,TENNESSEE,3,1,1,307,72.2,1,0,5,10.4,20.0,1,2,10.0,0,48,5,1,0,68.3,1,0,2,16.7,50.0,1,25.0,0,12,2,1
Solon Page III,62952,LB,TENNESSEE,4,0,0,307,55.5,0,0,3,12.0,0.0,0,0,0.0,0,25,3,0,0,59.5,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Bruce Jordan-Swilling,62954,LB,GA TECH,7,0,0,176,65.1,0,2,18,26.4,5.6,1,0,16.7,2,72,19,4,0,67.6,0,1,6,27.3,0.0,0,25.0,1,22,6,2
Jaquan Henderson,62955,ED,GA TECH,11,0,0,176,53.1,1,5,77,88.9,5.2,4,0,5.2,1,90,80,7,0,56.2,0,2,33,89.5,6.1,2,6.1,1,38,34,3
LaTrell Bumphus,62977,ED,TENNESSEE,11,1,0,307,61.1,1,1,104,99.1,1.9,2,0,4.8,4,110,109,6,0,56.9,0,1,33,100.0,3.0,1,1.5,0,34,34,1
Avery Showell,62986,S,GA TECH,10,0,0,176,59.4,1,0,1,1.4,0.0,0,1,50.0,0,69,1,1,0,,0,0,0,0.0,,0,,0,29,0,0
Tariq Carpenter,62987,S,GA TECH,11,0,0,176,58.4,0,0,2,0.7,0.0,0,0,0.0,0,289,2,0,0,59.7,0,0,1,1.0,0.0,0,0.0,0,96,1,0
Shane Hogarth,63180,DI,TEMPLE,1,0,0,306,73.1,1,0,7,100.0,28.6,2,0,7.1,0,7,7,1,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Noah Wilder,63376,LB,UAB,13,0,0,321,66.9,4,3,33,9.3,3.0,1,4,19.7,3,409,38,10,0,57.2,2,2,13,12.5,0.0,0,23.1,1,120,15,5
Kam Butler,63872,ED,MIAMI OH,14,0,0,221,56.9,8,24,445,99.4,4.9,22,3,4.7,5,470,467,37,0,57.4,6,13,191,99.5,6.8,13,6.0,2,202,201,21
Reynard Ellis,64363,LB,GA SOUTHRN,13,1,0,174,71.5,3,11,68,19.6,16.2,11,0,13.2,2,372,73,16,0,61.7,0,7,22,24.8,22.7,5,20.5,1,101,25,8
Robi Stuart,65032,DI,C MICHIGAN,14,0,1,134,80.4,5,22,295,100.0,12.2,36,2,5.9,4,311,311,31,0,83.0,3,13,121,100.0,18.2,22,8.3,2,126,126,18
Allie Green IV,65081,CB,TULSA,12,0,3,320,56.8,0,0,5,1.4,0.0,0,10,0.0,0,362,5,0,0,,0,0,0,0.0,,0,,0,34,0,0
Troy Hairston,65088,ED,C MICHIGAN,14,0,0,134,76.1,9,18,227,97.2,15.9,36,3,6.8,2,246,239,29,0,77.2,3,9,103,99.1,21.4,22,7.8,2,107,106,14
Samuel Womack III,65771,CB,TOLEDO,12,0,0,316,46.0,0,2,9,2.1,0.0,0,3,11.1,0,439,9,2,0,49.2,0,0,5,3.5,0.0,0,0.0,0,143,5,0
Alex Zayed,65786,LB,LA TECH,13,0,0,208,53.1,0,2,14,10.9,7.1,1,0,14.3,1,147,16,3,0,50.1,0,1,9,24.4,11.1,1,5.6,0,41,10,1
Devan Rogers,66122,DI,TOLEDO,12,0,0,316,60.2,1,7,221,100.0,4.1,9,0,2.3,1,235,235,9,0,66.0,1,4,70,100.0,7.1,5,5.0,1,75,75,6
Xavier Henderson,66267,S,MICH STATE,13,0,0,223,55.6,0,0,2,0.4,0.0,0,0,0.0,0,492,2,0,0,,0,0,0,0.0,,0,,0,159,0,0
Jeremiah Wood,66274,LB,OHIO,6,0,0,259,67.2,0,0,4,13.8,25.0,1,0,0.0,0,29,4,0,0,59.9,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Shaun Lewis,68800,CB,HOUSTON,9,0,0,182,60.0,0,0,1,0.6,0.0,0,1,0.0,0,160,1,0,0,,0,0,0,0.0,,0,,0,47,0,0
Drake Jackson,70839,ED,USC,11,4,0,326,63.3,4,17,339,95.5,8.3,28,4,4.6,5,376,359,26,2,63.8,4,10,138,95.5,11.6,16,8.0,4,157,150,18
Tarik Luckett,71171,CB,COLORADO,5,1,0,143,57.8,1,1,9,10.2,0.0,0,0,11.1,0,88,9,2,0,48.4,1,0,5,14.7,0.0,0,10.0,0,34,5,1
Keyon Ware-Hudson,71322,DI,OREGON,2,0,0,264,61.3,0,0,20,100.0,0.0,0,0,5.0,1,20,20,1,0,64.6,0,0,7,100.0,0.0,0,14.3,1,7,7,1
Evan Bennett,71327,DI,OREGON ST,2,0,0,265,57.9,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Akili Arnold,71406,S,OREGON ST,4,0,0,265,59.5,0,0,1,1.2,0.0,0,1,0.0,0,81,1,0,0,,0,0,0,0.0,,0,,0,31,0,0
Elijah Juarez,71580,LB,ARIZONA ST,3,0,0,110,59.5,0,0,0,7.1,,0,0,,0,14,1,0,0,59.5,0,0,0,50.0,,0,,0,2,1,0
Jaxen Turner,71728,S,ARIZONA,1,0,0,109,56.3,0,0,3,23.1,0.0,0,1,0.0,0,13,3,0,0,58.9,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Na'im Rodman,72145,DI,COLORADO,12,0,0,143,52.3,0,3,175,100.0,2.3,4,0,0.9,0,180,180,3,0,54.4,0,2,54,100.0,3.7,2,1.9,0,55,55,2
Ralen Goforth,72169,LB,USC,5,0,0,326,57.2,1,0,5,14.7,0.0,0,0,10.0,0,34,5,1,0,59.6,1,0,1,6.7,0.0,0,50.0,0,15,1,1
Chris Steele,72190,CB,USC,12,0,1,326,53.6,0,0,3,0.9,0.0,0,2,0.0,0,320,3,0,0,,0,0,0,0.0,,0,,0,132,0,0
Trent McDuffie,72191,CB,WASHINGTON,12,0,0,340,44.8,0,1,3,0.7,0.0,0,1,16.7,0,439,3,1,0,,0,0,0,0.0,,0,,0,146,0,0
Evan Williams,73864,S,FRESNO ST,8,0,0,169,59.3,0,0,2,0.8,0.0,0,0,0.0,0,254,2,0,0,,0,0,0,0.0,,0,,0,70,0,0
Max Williams,73985,CB,USC,4,0,0,326,65.2,0,2,6,9.0,0.0,0,0,16.7,0,78,7,2,0,59.4,0,2,1,3.6,0.0,0,100.0,0,28,1,2
Joshua Pakola,74463,DI,STANFORD,1,0,0,300,56.6,0,1,7,100.0,0.0,0,0,7.1,0,9,9,1,0,57.3,0,1,3,100.0,0.0,0,16.7,0,4,4,1
Jowon Briggs,74867,DI,VIRGINIA,13,0,0,335,59.4,1,3,88,100.0,3.4,3,1,3.4,1,97,97,5,0,57.4,1,2,22,100.0,4.5,1,6.8,0,23,23,3
Elijah Johnson,75690,S,UMASS,4,0,0,216,57.2,0,1,9,8.0,0.0,0,0,5.6,0,113,9,1,0,,0,0,0,0.0,,0,,0,30,0,0
Rashad Ajayi,75699,CB,COLO STATE,9,0,1,144,55.8,0,0,2,1.4,0.0,0,5,0.0,0,142,2,0,0,,0,0,0,0.0,,0,,0,45,0,0
Logan Stewart,75703,S,COLO STATE,12,0,0,144,74.0,0,1,10,3.3,20.0,2,1,15.0,1,300,10,2,0,73.2,0,0,4,4.5,25.0,1,25.0,1,89,4,1
Adonis Rufran,75704,CB,COLO STATE,3,0,0,144,59.2,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,59.2,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Jason White,75708,CB,RICE,7,0,0,275,52.6,0,1,5,8.1,0.0,0,0,10.0,0,62,5,1,0,53.4,0,0,3,9.7,0.0,0,0.0,0,31,3,0
Kai Kaneshiro,75720,CB,HAWAII,12,0,0,180,56.9,0,1,2,1.2,0.0,0,1,25.0,0,253,3,1,0,57.1,0,0,2,2.7,0.0,0,0.0,0,73,2,0
Rome Weber,75728,S,WYOMING,13,0,0,351,75.7,2,2,14,3.2,7.1,1,1,28.6,2,431,14,6,0,67.6,1,1,7,4.1,14.3,1,28.6,1,169,7,3
Prudy Calderon,75733,S,RICE,10,1,0,275,64.3,0,0,4,3.0,0.0,0,0,0.0,0,134,4,0,0,56.7,0,0,2,3.7,0.0,0,0.0,0,54,2,0
Brandon Derrow,75739,DI,COLO STATE,1,0,0,144,59.5,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Damion Dickens,75740,ED,COLO STATE,11,1,1,144,66.4,2,4,113,98.3,7.1,8,1,4.4,2,121,119,8,0,63.6,0,1,28,96.8,14.3,4,1.8,0,31,30,1
Solomon Byrd,75742,ED,WYOMING,12,1,0,351,76.9,8,24,255,93.8,11.8,30,1,9.4,8,288,270,40,0,79.6,4,20,115,95.3,19.1,22,14.8,5,127,121,29
Cameron Valentine,75744,ED,RICE,4,0,0,275,58.5,0,1,31,100.0,6.5,2,0,4.8,1,35,35,2,0,60.7,0,0,14,100.0,7.1,1,7.1,1,16,16,1
Shannon Junior II,75748,ED,UMASS,2,0,0,216,57.4,0,0,36,88.1,2.8,1,0,2.8,1,42,37,1,0,59.9,0,0,9,83.3,0.0,0,11.1,1,12,10,1
Uchenna Ezewike,75750,ED,UMASS,3,0,0,216,64.7,0,1,11,78.6,9.1,1,0,13.6,1,14,11,2,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Timothy Moulton,75753,DI,UMASS,5,0,0,216,55.8,0,1,38,100.0,2.6,1,0,1.3,0,39,39,1,0,60.0,0,0,9,100.0,11.1,1,0.0,0,10,10,0
Dennis Osagiede,75754,DI,UMASS,10,0,1,216,66.7,2,14,232,100.0,8.2,19,3,3.9,1,240,240,17,0,65.3,1,6,60,100.0,10.0,6,7.5,1,63,63,8
Jonah Kahahawai-Welch,75759,ED,HAWAII,7,0,0,180,64.8,0,3,17,63.6,23.5,4,0,8.8,0,33,21,3,0,71.8,0,2,10,85.7,30.0,3,10.0,0,14,12,2
Derek Thomas,75760,ED,HAWAII,9,0,0,180,61.3,1,12,159,71.9,8.2,13,1,4.7,1,231,166,14,0,66.9,1,7,60,81.3,15.0,9,8.3,1,80,65,9
Justus Tavai,75761,DI,HAWAII,3,0,0,180,65.4,0,1,21,100.0,9.5,2,0,7.1,1,22,22,2,0,55.5,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Blessman Ta'ala,75762,DI,HAWAII,15,2,0,180,62.0,2,3,205,100.0,3.4,7,1,2.2,2,212,212,7,0,65.4,1,2,45,100.0,11.1,5,5.6,1,47,47,4
Jonah Laulu,75763,ED,HAWAII,13,0,0,180,56.1,1,2,95,97.2,3.2,3,0,4.7,3,106,103,6,0,55.2,1,0,33,94.9,3.0,1,4.5,1,39,37,2
Kendall Hune,75765,DI,HAWAII,14,0,0,180,53.0,1,3,192,100.0,2.1,4,0,1.0,0,199,199,4,0,55.1,0,1,41,100.0,2.4,1,1.2,0,44,44,1
Fo'i Sila,75767,DI,HAWAII,2,0,0,180,55.8,0,0,12,100.0,0.0,0,1,0.0,0,13,13,0,0,57.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Rushton Roberts,75768,ED,COLO STATE,4,0,0,144,58.7,1,1,14,100.0,7.1,1,0,7.1,0,15,15,2,0,64.1,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Jan-Phillip Bombek,75769,ED,COLO STATE,10,0,0,144,78.1,8,8,155,93.9,11.6,18,3,9.0,6,180,169,22,0,85.3,3,2,37,89.4,18.9,7,12.2,2,47,42,7
Devin Phillips,75771,DI,COLO STATE,12,0,0,144,62.3,1,8,173,99.5,5.2,9,2,3.8,2,183,182,11,0,66.2,1,6,50,100.0,14.0,7,7.0,0,51,51,7
Cole Godbout,75784,DI,WYOMING,13,1,0,351,65.4,1,8,236,100.0,3.4,8,1,2.3,1,247,247,10,0,65.4,1,5,81,100.0,3.7,3,4.9,1,82,82,7
Mario Mora,75785,DI,WYOMING,11,0,0,351,61.2,0,12,266,100.0,6.8,18,2,3.0,2,280,280,14,0,62.1,0,8,123,100.0,10.6,13,4.1,1,129,129,9
Jacob Doddridge,75787,ED,RICE,4,0,0,275,55.8,0,0,24,92.3,4.2,1,0,0.0,0,26,24,0,0,61.7,0,0,7,100.0,14.3,1,0.0,0,7,7,0
Michael Nesmith,75803,S,UMASS,5,0,0,216,61.1,0,2,6,18.4,16.7,1,0,16.7,0,38,7,2,0,64.4,0,2,2,15.4,50.0,1,50.0,0,13,2,2
Dequan Jackson,75810,LB,COLO STATE,12,0,0,144,58.7,2,4,47,18.5,6.4,3,1,8.5,1,271,50,7,0,58.2,0,0,22,29.7,9.1,2,4.5,1,74,22,1
Cam'Ron Carter,75811,LB,COLO STATE,11,0,0,144,66.7,3,1,37,24.4,10.8,4,1,10.8,2,156,38,6,0,67.8,1,0,14,35.0,14.3,2,10.7,1,40,14,2
Troy Golden,75814,LB,COLO STATE,3,0,0,144,54.9,0,0,7,41.2,14.3,1,0,0.0,0,17,7,0,0,56.7,0,0,3,33.3,0.0,0,0.0,0,9,3,0
Leevi Lafaele,75817,ED,WYOMING,3,0,0,351,63.1,2,2,38,97.4,5.3,2,0,5.3,0,39,38,4,0,68.6,2,2,19,95.0,10.5,2,10.5,0,20,19,4
Chad Muma,75818,LB,WYOMING,13,1,0,351,90.1,2,5,21,17.9,19.0,4,0,26.2,2,123,22,9,0,89.0,1,2,11,26.7,36.4,4,31.8,2,45,12,5
Antonio Montero,75822,LB,RICE,12,0,0,275,73.0,10,6,60,19.4,5.0,3,1,16.7,2,330,64,18,0,54.3,0,5,21,22.1,4.8,1,11.9,0,104,23,5
Treshawn Chamberlain,75823,S,RICE,12,0,0,275,61.6,0,6,48,15.6,10.4,5,2,8.3,1,308,48,7,0,47.9,0,2,14,15.4,0.0,0,7.1,0,91,14,2
Blaze Alldredge,75826,LB,RICE,12,1,0,275,73.8,3,16,97,25.3,10.3,10,1,16.0,6,403,102,25,0,73.3,1,11,46,35.7,15.2,7,21.7,4,140,50,16
Ikenna Enechukwu,75875,ED,RICE,12,0,0,275,50.3,0,6,150,96.9,2.0,3,1,3.3,2,162,157,8,0,59.7,0,2,38,97.6,5.3,2,7.9,2,42,41,4
Quinn Brinnon,75908,S,COLO STATE,8,0,0,144,60.0,0,0,1,2.5,0.0,0,0,0.0,0,40,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
Chandler Jones,76565,CB,LOUISVILLE,13,0,0,210,61.2,0,1,9,2.1,0.0,0,2,16.7,1,473,10,2,0,67.1,0,1,4,3.7,0.0,0,37.5,1,134,5,2
De'Von Graves,76573,CB,NC STATE,11,0,0,248,68.7,2,0,8,3.1,0.0,0,0,12.5,0,261,8,2,0,59.6,0,0,1,2.1,0.0,0,0.0,0,48,1,0
Taiyon Palmer,76574,CB,NC STATE,3,0,0,248,61.9,0,1,2,3.8,0.0,0,0,25.0,0,53,2,1,0,,0,0,0,0.0,,0,,0,15,0,0
Kishawn Miller,76576,CB,NC STATE,12,0,1,248,62.7,1,1,7,2.5,14.3,1,5,14.3,0,279,7,2,0,57.2,0,0,1,2.5,0.0,0,0.0,0,40,1,0
Mario Goodrich,76578,CB,CLEMSON,11,0,0,140,54.9,0,1,3,2.7,33.3,1,0,16.7,0,111,3,1,0,56.0,0,1,2,5.3,50.0,1,25.0,0,38,2,1
Arquon Bush,76582,CB,CINCINNATI,11,0,0,138,58.6,0,0,1,0.3,0.0,0,3,0.0,0,313,1,0,0,58.6,0,0,1,1.0,0.0,0,0.0,0,105,1,0
Ar'mani Johnson,76586,CB,SMU,12,0,0,287,66.2,0,0,3,0.8,33.3,1,2,0.0,0,389,3,0,0,,0,0,0,0.0,,0,,0,124,0,0
Tanner McCalister,76591,S,OKLA STATE,12,0,0,262,58.4,1,1,13,5.6,7.7,1,2,7.7,0,234,13,2,0,60.3,1,0,3,3.8,0.0,0,16.7,0,78,3,1
Elijah Jones,76601,CB,KANSAS,5,0,0,198,60.0,0,0,0,2.0,,0,0,,0,49,1,0,0,60.0,0,0,0,6.7,,0,,0,15,1,0
Capone Blue,76604,CB,KENT STATE,1,0,0,201,60.0,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0
Jeremiah Salaam,76605,S,KENT STATE,11,0,0,201,59.5,0,0,1,0.4,0.0,0,0,0.0,0,245,1,0,0,59.5,0,0,1,1.4,0.0,0,0.0,0,73,1,0
Jalynn Williams,76606,S,TOLEDO,12,0,0,316,70.0,2,0,11,9.9,9.1,1,1,18.2,1,111,11,3,0,56.4,0,0,2,6.1,0.0,0,0.0,0,33,2,0
Tyler Potts,76616,CB,BALL ST,11,0,0,117,58.7,0,0,1,1.3,0.0,0,2,0.0,0,79,1,0,0,58.7,0,0,1,4.8,0.0,0,0.0,0,21,1,0
Gerald Smith,76617,CB,BALL ST,2,0,0,117,66.8,1,0,1,6.7,0.0,0,0,50.0,0,15,1,1,0,66.8,1,0,1,16.7,0.0,0,50.0,0,6,1,1
