player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Louis Acceus,58047,LB,NC STATE,8,0,0,248,74.1,0,10,74,27.2,14.9,11,0,13.5,5,287,78,15,0,72.2,0,2,26,58.7,15.4,4,15.4,3,46,27,5
Isaiah Moore,58049,LB,NC STATE,11,0,1,248,58.9,4,15,114,34.2,7.9,9,2,11.0,3,360,123,22,0,60.2,0,5,33,64.9,12.1,4,13.6,2,57,37,7
Jordan Cole,58069,LB,N ILLINOIS,10,0,0,254,55.5,0,4,40,16.4,10.0,4,1,7.5,1,262,43,5,0,54.8,0,2,9,13.5,22.2,2,11.1,0,74,10,2
Rayshawn Gay,58071,LB,N ILLINOIS,1,0,0,254,74.7,1,0,3,21.4,33.3,1,0,16.7,0,14,3,1,0,76.6,1,0,2,25.0,50.0,1,25.0,0,8,2,1
Michael Kennedy,58072,ED,N ILLINOIS,9,1,0,254,65.2,0,1,46,88.5,10.9,5,0,3.3,1,52,46,2,0,66.7,0,0,14,100.0,14.3,2,7.1,1,14,14,1
Chris Bergin,58080,S,NWESTERN,12,0,0,256,64.9,2,1,27,9.4,0.0,0,0,9.3,1,298,28,4,0,63.5,1,0,3,6.0,0.0,0,16.7,0,50,3,1
Blake Gallagher,58083,LB,NWESTERN,12,0,0,256,54.3,3,5,35,9.6,2.9,1,0,11.4,0,385,37,8,0,57.8,1,1,7,9.2,0.0,0,14.3,0,87,8,2
Jeremiah Owusu-Koramoah,58089,LB,NOTRE DAME,13,1,0,258,80.0,0,10,50,15.7,16.0,8,1,22.0,6,345,54,16,0,67.8,0,1,12,14.1,25.0,3,12.5,1,92,13,2
Drew White,58090,LB,NOTRE DAME,13,0,0,258,77.2,1,2,25,8.4,16.0,4,0,18.0,3,297,25,6,0,67.2,1,2,9,12.2,22.2,2,16.7,0,74,9,3
T.J. Robinson,58092,LB,OHIO,2,0,0,259,66.9,0,1,2,40.0,50.0,1,0,25.0,0,5,2,1,0,,0,0,0,0.0,,0,,0,1,0,0
Pete Werner,58093,LB,OHIO STATE,14,0,0,260,47.3,1,4,17,5.3,0.0,0,1,14.7,0,321,17,5,0,47.1,0,2,4,4.2,0.0,0,25.0,0,96,4,2
Baron Browning,58095,LB,OHIO STATE,12,0,0,260,76.6,5,8,55,24.2,10.9,6,1,22.7,6,236,57,19,0,65.0,2,5,28,29.6,10.7,3,16.1,1,98,29,8
Levi Draper,58097,LB,OKLAHOMA,4,0,0,261,56.3,0,0,3,16.7,0.0,0,0,0.0,0,18,3,0,0,59.5,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Kenneth Murray Jr.,58099,LB,OKLAHOMA,14,0,0,261,62.8,7,8,76,18.0,5.3,4,2,16.4,5,479,86,20,0,55.8,3,3,33,26.4,6.1,2,12.1,1,144,38,7
Patrick Macon,58102,LB,USF,9,0,0,327,76.7,4,4,32,20.2,18.8,6,3,18.8,2,173,35,10,0,76.3,2,2,13,31.9,23.1,3,30.8,2,47,15,6
Estefano Feliciano Jr.,58104,ED,DOMINION,1,0,0,263,58.3,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Sampson Niu,58107,LB,OREGON,14,0,0,264,61.7,0,4,22,17.2,4.5,1,0,13.6,1,134,23,5,0,65.7,0,2,14,25.0,7.1,1,14.3,1,60,15,3
Isaac Slade-Matautia,58108,LB,OREGON,14,4,0,264,68.6,4,12,76,17.0,10.5,8,1,13.2,2,481,82,18,2,68.1,2,6,41,25.6,17.1,7,14.6,2,172,44,10
Brelin Faison-Walden,58110,LB,CHARLOTTE,7,0,0,136,52.8,0,3,28,32.0,7.1,2,0,5.4,0,97,31,3,0,52.7,0,1,15,47.2,6.7,1,3.3,0,36,17,1
Ellis Brooks,58112,LB,PENN STATE,13,0,0,266,71.0,1,5,26,15.3,7.7,2,1,23.1,3,176,27,9,0,71.1,0,1,13,18.9,7.7,1,26.9,3,74,14,4
Cam Bright,58115,LB,PITTSBURGH,13,0,1,268,82.8,7,17,84,24.2,23.8,20,3,16.7,2,356,86,26,0,76.5,2,12,41,29.5,29.3,12,19.5,1,139,41,15
Cornel Jones,58119,LB,PURDUE,5,0,0,273,58.0,1,1,18,21.4,5.6,1,0,11.1,1,98,21,3,0,51.7,1,0,7,23.1,0.0,0,7.1,0,39,9,1
Derrick Barnes,58120,ED,PURDUE,12,2,0,273,63.8,4,21,319,81.8,7.2,23,1,6.7,9,412,337,34,1,60.3,0,13,144,91.6,8.3,12,8.0,5,166,152,18
Olakunle Fatukasi,58122,LB,RUTGERS,12,0,0,278,71.8,1,0,35,14.8,17.1,6,0,4.3,1,244,36,2,0,69.8,1,0,14,19.5,14.3,2,3.6,0,77,15,1
CJ Onyechi,58123,ED,RUTGERS,12,0,0,278,61.1,3,8,122,76.9,6.6,8,1,6.1,2,169,130,13,0,61.7,1,4,39,72.9,10.3,4,9.0,1,59,43,6
Tyshon Fogg,58124,LB,RUTGERS,12,0,0,278,70.3,2,4,30,12.7,13.3,4,0,16.7,2,267,34,8,0,70.8,1,2,22,25.3,13.6,3,15.9,2,99,25,5
Caden McDonald,58128,ED,S DIEGO ST,13,0,0,284,57.5,1,13,209,61.4,4.8,10,1,4.8,3,355,218,17,0,55.2,0,7,77,57.9,6.5,5,5.8,1,140,81,8
Andrew Aleki,58129,LB,S DIEGO ST,13,1,1,284,59.4,1,6,148,46.5,6.8,10,1,3.0,1,331,154,8,0,63.2,1,3,53,40.9,13.2,7,5.7,1,132,54,5
Seyddrick Lakalaka,58130,ED,S DIEGO ST,5,0,0,284,62.1,0,2,27,46.6,3.7,1,0,7.4,1,58,27,3,0,62.3,0,2,13,46.4,7.7,1,15.4,1,28,13,3
Shaine Hailey,58131,LB,SMU,8,0,0,287,54.9,0,0,7,10.3,0.0,0,0,0.0,0,68,7,0,0,59.8,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Nick Mobley,58133,LB,S ALABAMA,12,0,0,288,79.6,2,10,29,9.4,27.6,8,0,27.6,2,329,31,14,0,74.2,1,0,9,17.0,11.1,1,16.7,1,53,9,2
Damani Staley,58136,LB,S CAROLINA,7,0,0,289,55.1,0,0,7,14.0,0.0,0,0,0.0,0,50,7,0,0,55.0,0,0,5,20.0,0.0,0,0.0,0,25,5,0
Eldridge Thompson,58138,LB,S CAROLINA,1,0,0,289,60.0,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Sherrod Greene,58141,LB,S CAROLINA,12,0,1,289,67.5,2,1,28,21.3,10.7,3,1,8.9,1,141,30,4,0,58.5,1,0,8,25.7,12.5,1,6.3,0,35,9,1
Troy Kruchten,58154,LB,LA LAFAYET,2,0,0,207,68.6,0,0,2,33.3,50.0,1,0,0.0,0,6,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Devin Thomas,58156,ED,SO MISS,1,0,0,296,68.3,0,1,2,100.0,50.0,1,0,25.0,0,2,2,1,0,,0,0,0,,,0,,0,0,0,0
Santrell Latham,58158,LB,SO MISS,12,0,0,296,60.4,5,5,64,30.4,10.9,7,1,9.4,1,224,68,11,0,56.8,1,3,31,55.7,12.9,4,6.5,0,61,34,4
Tyrell Richards,58174,ED,SYRACUSE,9,0,0,304,64.3,4,3,44,57.5,9.1,4,3,12.5,2,80,46,9,0,56.4,1,0,15,88.9,0.0,0,10.0,1,18,16,2
Audley Isaacs,58177,LB,TEMPLE,6,0,0,306,64.6,1,3,5,8.2,0.0,0,1,40.0,0,73,6,4,0,71.7,1,0,1,5.0,0.0,0,50.0,0,20,1,1
Cort Jaquess,58183,LB,TEXAS,1,0,0,311,58.4,0,0,2,16.7,0.0,0,0,0.0,0,12,2,0,0,,0,0,0,0.0,,0,,0,5,0,0
Marqez Bimage,58184,ED,TEXAS,12,0,0,311,67.3,4,6,110,97.4,10.0,11,1,5.5,1,114,111,11,0,60.3,0,1,17,85.0,11.8,2,2.9,0,20,17,1
Anthony Hines III,58187,LB,TEXAS A&M,13,0,0,312,59.3,1,5,33,10.9,3.0,1,0,9.1,0,321,35,6,0,68.0,0,3,7,10.6,14.3,1,21.4,0,85,9,3
Buddy Johnson,58189,LB,TEXAS A&M,13,0,0,312,62.9,3,6,52,12.7,7.7,4,0,10.6,1,409,52,10,0,64.1,1,2,28,22.8,10.7,3,8.9,1,123,28,4
Malik Alley,58190,LB,TEXAS ST,3,0,0,314,58.4,0,0,2,20.0,0.0,0,0,0.0,0,10,2,0,0,59.6,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Riko Jeffers,58197,LB,TEXAS TECH,12,0,0,315,61.8,4,10,120,29.4,9.2,11,2,8.3,3,452,133,17,0,61.4,2,5,52,56.1,9.6,5,8.7,1,107,60,8
Kevin Nixon,58198,ED,TROY,4,0,0,318,60.3,0,8,71,88.2,9.9,7,1,5.6,0,85,75,8,0,60.8,0,5,22,92.3,18.2,4,11.4,0,26,24,5
Carlton Martial,58199,LB,TROY,12,1,1,318,78.0,4,18,60,13.6,21.7,13,1,23.3,3,456,62,25,0,75.4,3,12,32,22.0,34.4,11,26.6,1,150,33,16
Justin Whisenhunt,58200,LB,TROY,10,0,0,318,51.5,1,2,37,23.9,2.7,1,0,9.5,2,163,39,5,0,59.0,1,1,14,27.3,7.1,1,21.4,2,55,15,4
Kj Vault,58202,LB,TULANE,2,0,0,319,61.9,1,0,3,33.3,0.0,0,0,50.0,1,9,3,2,0,,0,0,0,0.0,,0,,0,3,0,0
Monty Montgomery,58203,LB,LOUISVILLE,12,0,0,210,87.9,0,10,28,27.4,25.0,7,3,35.7,5,106,29,15,0,87.9,0,7,21,64.7,28.6,6,31.0,3,34,22,10
Marvin Moody,58204,LB,TULANE,13,0,0,319,67.8,4,14,77,26.1,14.3,11,1,15.6,3,307,80,21,0,74.2,3,6,40,40.6,22.5,9,18.8,3,101,41,12
Kristopher Moll,58205,LB,UAB,13,1,0,321,85.1,7,12,67,15.3,4.5,3,4,29.1,10,485,74,29,0,80.4,2,6,29,21.1,10.3,3,24.1,3,142,30,11
Luke Brasher,58207,LB,UAB,8,0,0,321,64.7,1,1,14,22.4,0.0,0,0,14.3,1,67,15,3,0,51.6,0,1,7,30.4,0.0,0,7.1,0,23,7,1
Thomas Johnston,58210,ED,UAB,13,0,0,321,53.1,0,5,50,94.8,2.0,1,0,5.0,0,58,55,5,0,50.9,0,2,19,100.0,0.0,0,5.3,0,20,20,2
Fitzgerald Mofor,58214,ED,UAB,14,0,1,321,65.1,5,13,252,96.5,8.3,21,4,4.8,3,282,272,21,0,64.1,2,4,66,97.3,13.6,9,6.1,1,73,71,7
Jayce Smalley,58226,ED,UCLA,3,0,0,324,63.6,1,1,7,63.6,14.3,1,0,14.3,0,11,7,2,0,57.2,0,0,3,60.0,0.0,0,0.0,0,5,3,0
Farrell Hester II,58232,LB,UNLV,12,0,0,325,55.0,0,3,26,9.2,3.8,1,0,5.8,0,295,27,3,0,59.4,0,2,15,16.5,6.7,1,6.7,0,91,15,2
Juliano Falaniko,58234,ED,USC,9,0,1,326,58.0,1,3,74,91.8,6.8,5,3,4.1,1,85,78,5,0,58.6,1,2,43,95.7,7.0,3,5.8,1,46,44,4
Hunter Echols,58237,ED,USC,9,0,0,326,57.0,7,6,142,92.5,7.7,11,0,6.0,2,161,149,15,0,62.5,5,6,66,97.3,16.7,11,9.8,1,74,72,12
Devin Lloyd,58238,LB,UTAH,14,0,0,328,69.8,6,12,106,22.9,5.7,6,2,15.1,7,493,113,25,0,74.9,3,5,46,23.7,10.9,5,19.6,5,207,49,13
Kalaii Griffin,58250,LB,UTEP,5,0,0,330,54.1,2,3,19,32.8,0.0,0,0,13.2,0,58,19,5,0,62.7,1,1,4,66.7,0.0,0,25.0,0,6,4,2
Brayden DeVault-Smith,58259,LB,VANDERBILT,12,0,0,333,51.9,2,0,16,27.6,0.0,0,1,6.3,0,58,16,2,0,56.9,1,0,3,16.7,0.0,0,16.7,0,18,3,1
Dimitri Moore,58261,LB,VANDERBILT,12,0,0,333,56.9,1,2,47,15.8,6.4,3,5,7.4,2,349,55,5,0,57.3,0,1,13,15.5,15.4,2,3.8,0,103,16,1
Michael Owusu,58262,ED,VANDERBILT,6,0,0,333,61.1,0,3,23,86.2,13.0,3,0,6.5,0,29,25,3,0,65.6,0,2,8,100.0,25.0,2,12.5,0,8,8,2
Feleti Afemui,58263,LB,VANDERBILT,10,0,0,333,52.6,0,3,21,10.8,4.8,1,0,7.1,0,203,22,3,0,53.1,0,0,5,12.2,20.0,1,0.0,0,49,6,0
Rayshard Ashby,58267,LB,VA TECH,13,0,0,337,70.2,5,12,80,16.8,8.8,7,1,18.1,6,512,86,23,0,70.5,2,6,32,21.6,9.4,3,21.9,3,162,35,11
Dylan Rivers,58269,LB,VA TECH,2,0,0,337,56.3,0,1,3,42.9,0.0,0,0,16.7,0,7,3,1,0,56.3,0,1,3,60.0,0.0,0,16.7,0,5,3,1
Jaylen Griffin,58270,ED,VA TECH,12,0,0,337,57.0,1,10,134,89.2,6.7,9,1,6.3,3,157,140,14,0,54.7,1,4,55,93.5,7.3,4,4.5,0,62,58,5
Ariel Ngata,58271,ED,WASHINGTON,10,0,0,340,56.4,1,5,58,60.8,6.9,4,4,5.2,0,97,59,6,0,55.6,0,4,31,69.6,6.5,2,6.5,0,46,32,4
Joe Tryon-Shoyinka,58272,ED,WASHINGTON,13,0,1,340,70.9,4,28,285,85.3,11.2,32,4,8.8,9,348,297,41,0,80.0,3,14,100,89.8,19.0,19,15.5,7,118,106,24
Fa'Avae Fa'Avae,58274,ED,WASH STATE,8,0,0,341,63.2,2,2,16,65.6,12.5,2,1,12.5,0,32,21,4,0,68.1,1,2,5,100.0,20.0,1,30.0,0,6,6,3
Willie Taylor III,58278,ED,WASH STATE,13,0,1,341,66.2,10,11,171,72.2,9.9,17,3,7.3,2,245,177,23,0,74.1,5,8,64,90.4,20.3,13,13.3,2,73,66,15
Karson Block,58279,ED,WASH STATE,13,0,0,341,55.7,2,5,140,98.6,3.6,5,1,3.2,1,145,143,8,0,61.0,1,3,41,100.0,9.8,4,7.3,1,42,42,5
Quondarius Qualls,58280,ED,W VIRGINIA,7,0,0,343,61.3,1,6,135,74.2,9.6,13,0,4.8,3,194,144,10,0,65.2,1,4,54,81.9,14.8,8,8.3,2,72,59,7
Kyle Bailey,58289,LB,W KENTUCKY,13,0,0,346,64.5,4,9,57,16.0,8.8,5,1,14.9,2,381,61,15,0,66.1,2,5,27,17.4,11.1,3,16.7,1,167,29,8
Juwuan Jones,58290,ED,W KENTUCKY,13,0,0,346,56.6,0,20,366,98.7,6.8,25,3,4.6,7,392,387,27,0,56.2,0,11,150,98.2,8.7,13,6.3,4,165,162,15
Treshaun Hayward,58293,LB,W MICHIGAN,13,0,0,347,77.6,5,11,74,16.1,17.6,13,5,20.3,7,472,76,23,0,82.1,2,5,26,20.9,26.9,7,36.5,6,129,27,13
Corvin Moment,58294,LB,W MICHIGAN,1,0,0,347,65.7,0,1,3,21.4,66.7,2,0,16.7,0,14,3,1,0,67.4,0,1,2,22.2,100.0,2,25.0,0,9,2,1
Tanner Motz,58296,LB,W MICHIGAN,1,0,0,347,60.0,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,,0,0,0,,,0,,0,0,0,0
Izayah Green-May,58302,ED,WISCONSIN,8,0,0,349,72.6,0,3,56,79.7,17.9,10,1,4.5,1,74,59,4,0,71.3,0,0,22,85.7,22.7,5,4.5,1,28,24,1
Davon Wells-Ross,58305,ED,WYOMING,11,0,0,351,68.3,3,5,83,98.8,8.4,7,0,6.0,1,86,85,9,0,68.6,2,3,34,97.1,11.8,4,7.4,0,35,34,5
Vinny Labus,58381,LB,N ILLINOIS,11,0,0,254,53.3,1,1,35,15.2,0.0,0,0,8.6,2,244,37,4,0,51.1,0,0,8,13.4,0.0,0,0.0,0,67,9,0
Tyler Shelvin,58438,DI,LSU,15,1,0,211,63.6,1,5,295,100.0,4.4,13,2,1.0,0,316,316,6,1,57.7,0,1,76,100.0,3.9,3,0.7,0,83,83,1
Mike Flowers,58440,DI,NAVY,6,1,0,237,61.3,0,5,76,98.7,7.9,6,0,4.6,1,77,76,6,0,59.8,0,4,31,96.9,12.9,4,9.7,1,32,31,5
Gjemar Daniels,58442,DI,TEXAS ST,8,0,0,314,54.0,0,1,73,100.0,0.0,0,0,0.7,0,76,76,1,0,56.2,0,1,8,100.0,0.0,0,6.3,0,8,8,1
Justis Borton,58443,DI,WYOMING,1,0,0,351,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Peyton Nance,58517,DI,AUBURN,1,0,0,115,58.0,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Netori Johnson,59702,DI,GEORGIA,4,0,0,173,73.2,0,3,23,100.0,13.0,3,0,10.9,1,24,24,4,0,75.3,0,2,8,100.0,25.0,2,25.0,1,8,8,3
Kyron Taylor,59826,DI,MARSHALL,1,0,0,214,59.2,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jess Speight,59853,DI,MICHIGAN,7,0,0,222,54.9,0,0,23,100.0,0.0,0,0,0.0,0,24,24,0,0,56.4,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Amir Johnson,59912,DI,NEVADA,3,0,0,239,59.3,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Tate Haynes,60348,CB,BOSTON COL,13,0,0,121,78.7,0,0,7,2.7,0.0,0,0,14.3,1,257,7,1,0,90.1,0,0,3,2.8,0.0,0,33.3,1,108,3,1
Evan Fochtman,60473,S,NAVY,13,0,0,237,68.2,0,1,7,2.0,14.3,1,0,21.4,1,350,7,2,0,72.0,0,1,3,2.7,33.3,1,50.0,1,113,3,2
Xavier Bell,60623,CB,ARIZONA,5,0,0,109,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Scottie Young,60624,S,ARIZONA,12,0,0,109,60.0,0,0,1,0.2,0.0,0,4,0.0,0,459,1,0,0,,0,0,0,0.0,,0,,0,133,0,0
Demetrius Murray,60627,S,BALL ST,2,0,0,117,59.5,0,0,0,6.7,,0,0,,0,15,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Bryce Cosby,60628,S,BALL ST,12,0,0,117,58.3,1,1,10,2.6,0.0,0,0,10.0,0,426,11,2,0,62.4,1,1,5,3.3,0.0,0,20.0,0,150,5,2
Brett Anderson II,60629,S,BALL ST,11,0,0,117,54.5,0,1,3,3.8,0.0,0,0,16.7,0,78,3,1,0,59.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Kekaula Kaniho,60637,CB,BOISE ST,14,2,0,120,69.3,3,2,55,11.5,1.8,1,1,10.0,3,496,57,8,0,70.0,1,1,14,8.9,0.0,0,14.3,1,157,14,3
Tyreque Jones,60638,S,BOISE ST,10,0,0,120,70.3,1,0,3,1.1,0.0,0,1,16.7,0,277,3,1,0,70.8,1,0,2,2.2,0.0,0,25.0,0,91,2,1
Daniel Scott,60640,S,CAL,7,0,0,130,67.1,1,0,3,3.9,33.3,1,0,16.7,0,77,3,1,0,,0,0,0,0.0,,0,,0,31,0,0
Lummie Young IV,60642,S,DUKE,8,0,0,154,79.9,0,2,3,4.3,66.7,2,0,33.3,0,70,3,2,0,79.9,0,2,3,10.0,66.7,2,33.3,0,30,3,2
Leonard Johnson,60643,CB,DUKE,12,0,0,154,63.1,0,0,4,1.1,0.0,0,4,25.0,1,442,5,1,0,76.8,0,0,0,0.0,,0,,1,180,0,1
Michael Carter II,60644,CB,DUKE,12,0,0,154,63.4,0,2,10,2.5,10.0,1,2,20.0,1,442,11,3,0,67.0,0,2,6,3.9,16.7,1,33.3,1,179,7,3
Damani Neal,60645,S,DUKE,3,0,0,154,60.0,0,0,1,20.0,0.0,0,1,0.0,0,5,1,0,0,,0,0,0,,,0,,0,0,0,0
Marquis Waters,60646,S,DUKE,12,0,0,154,71.7,2,0,13,2.9,23.1,3,1,7.7,0,449,13,2,0,56.3,0,0,3,1.6,0.0,0,0.0,0,182,3,0
Donovan Stiner,60647,S,FLORIDA,13,0,0,163,56.7,1,1,12,4.9,8.3,1,1,8.3,0,243,12,2,0,57.9,0,0,2,2.5,0.0,0,0.0,0,81,2,0
James Pierre,60649,CB,FAU,13,0,0,165,69.1,0,0,7,1.7,0.0,0,7,0.0,0,418,7,0,0,59.4,0,0,1,0.8,0.0,0,0.0,0,130,1,0
Quran Hafiz,60651,S,FAU,13,0,0,165,64.1,3,1,23,13.4,13.0,3,2,8.7,0,172,23,4,0,58.4,2,0,8,18.2,12.5,1,12.5,0,44,8,2
SaVion Harris,60652,S,UTSA,11,0,1,331,65.1,0,0,5,2.9,20.0,1,1,0.0,0,208,6,0,0,59.7,0,0,1,1.3,0.0,0,0.0,0,78,1,0
Ahman Ross,60654,S,FAU,14,0,0,165,52.6,1,2,23,10.1,4.3,1,2,6.5,0,238,24,3,0,53.6,1,0,5,11.6,0.0,0,10.0,0,43,5,1
Kenderick Duncan,60658,S,GA SOUTHRN,13,0,0,174,57.4,1,1,2,0.5,0.0,0,1,50.0,0,434,2,2,0,,1,0,0,0.0,,0,,0,136,0,1
A.J. Musolino,60667,LB,KENT STATE,4,0,0,201,59.6,0,1,1,7.7,0.0,0,0,50.0,0,13,1,1,0,59.6,0,1,1,33.3,0.0,0,50.0,0,3,1,1
Jaiden Cole,60673,S,LA TECH,9,0,0,208,65.2,1,0,1,1.1,0.0,0,0,50.0,0,87,1,1,0,65.2,1,0,1,2.6,0.0,0,50.0,0,38,1,1
Traveion Webster,60676,LB,LA MONROE,11,0,0,209,55.6,0,4,29,24.2,13.8,4,1,6.9,0,128,31,4,0,61.0,0,0,13,32.6,23.1,3,0.0,0,43,14,0
Austin Hawley,60677,S,LA MONROE,12,0,1,209,69.9,2,2,10,4.6,20.0,2,4,20.0,0,282,13,4,0,,0,0,0,0.0,,0,,0,89,0,0
Jack Fagot,60678,S,LOUISVILLE,11,0,0,210,52.5,0,1,6,4.8,0.0,0,1,8.3,0,126,6,1,0,55.0,0,1,4,8.5,0.0,0,12.5,0,47,4,1
Rodney Owens,60682,CB,MEMPHIS,1,0,0,218,70.8,0,0,1,25.0,0.0,0,0,100.0,1,4,1,1,0,70.8,0,0,1,33.3,0.0,0,100.0,1,3,1,1
C.J. Avery,60683,LB,LOUISVILLE,13,0,0,210,67.7,3,7,65,15.1,6.2,4,1,13.8,4,451,68,14,0,67.6,2,4,27,22.5,11.1,3,18.5,2,129,29,8
Grant Delpit,60685,S,LSU,14,1,0,211,70.9,1,2,34,6.8,11.8,4,3,10.3,2,541,37,5,0,61.4,1,1,15,7.0,13.3,2,13.3,1,215,15,3
Joshuah Bledsoe,60691,CB,MISSOURI,12,0,0,229,65.3,1,4,8,2.3,25.0,2,1,31.3,0,399,9,5,0,68.9,0,3,5,3.8,40.0,2,30.0,0,157,6,3
Tyree Gillespie,60692,S,MISSOURI,12,0,0,229,76.6,1,1,10,3.6,20.0,2,1,20.0,1,364,13,3,0,54.7,0,0,4,4.1,25.0,1,0.0,0,146,6,0
Cameron Kinley,60699,CB,NAVY,13,1,2,237,61.4,1,3,28,8.5,7.1,2,3,10.7,1,329,28,5,0,62.3,1,0,12,10.9,8.3,1,12.5,1,110,12,2
Jake Springer,60700,LB,NAVY,13,0,1,237,73.2,6,20,129,36.5,12.4,16,3,15.5,7,375,137,33,0,75.1,4,9,56,50.0,14.3,8,20.5,5,120,60,18
Johnny Hernandez,60701,S,NEW MEXICO,10,0,0,241,72.0,1,0,2,1.2,0.0,0,0,25.0,0,258,3,1,0,62.3,1,0,1,1.1,0.0,0,50.0,0,87,1,1
Nico Bolden,60704,S,NEW MEXICO,5,0,0,241,57.8,0,0,3,7.7,0.0,0,0,0.0,0,39,3,0,0,59.2,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Tyreke Davis,60707,LB,N TEXAS,12,0,0,251,71.3,6,20,87,23.4,11.5,10,0,20.7,5,389,91,31,0,59.2,1,7,33,50.0,12.1,4,15.2,1,68,34,9
Makyle Sanders,60708,S,N TEXAS,10,0,0,251,59.0,0,0,2,0.7,0.0,0,1,0.0,0,298,2,0,0,,0,0,0,0.0,,0,,0,61,0,0
Jordan Genmark Heath,60719,LB,NOTRE DAME,6,0,0,258,55.1,0,1,3,19.0,0.0,0,0,16.7,0,21,4,1,0,,0,0,0,0.0,,0,,0,4,0,0
Alvin Floyd,60721,S,OHIO,6,0,0,259,60.0,0,1,1,2.6,0.0,0,1,50.0,0,38,1,1,0,,0,0,0,0.0,,0,,0,11,0,0
Brendon White,60725,LB,OHIO STATE,11,0,0,260,71.2,0,2,4,4.3,25.0,1,0,50.0,1,94,4,3,0,70.0,0,1,1,3.6,0.0,0,150.0,1,28,1,2
Ryan Jones,60728,LB,OKLAHOMA,7,0,0,261,57.8,1,1,10,15.9,10.0,1,1,10.0,0,69,11,2,0,66.1,0,1,3,18.8,33.3,1,16.7,0,16,3,1
Malcolm Rodriguez,60731,LB,OKLA STATE,13,0,0,262,59.4,5,7,70,16.4,4.3,3,0,11.4,2,433,71,14,0,64.4,5,3,31,23.2,6.5,2,16.1,1,138,32,9
Nick Pickett,60736,S,OREGON,14,0,0,264,60.0,0,0,1,0.2,0.0,0,2,0.0,0,415,1,0,0,,0,0,0,0.0,,0,,0,160,0,0
Jonathan Sutherland,60739,S,PENN STATE,10,0,0,266,60.0,0,0,1,1.1,0.0,0,0,0.0,0,95,1,0,0,,0,0,0,0.0,,0,,0,34,0,0
Darren Hall,60742,CB,S DIEGO ST,12,0,0,284,68.8,0,2,14,3.1,7.1,1,1,21.4,2,459,14,4,0,70.5,0,2,7,3.8,14.3,1,28.6,1,183,7,3
Tariq Thompson,60743,CB,S DIEGO ST,13,0,0,284,94.0,0,1,5,1.1,0.0,0,0,30.0,1,528,6,2,0,59.6,0,0,1,0.5,0.0,0,0.0,0,214,1,0
Delano Robinson,60745,LB,SMU,11,0,0,287,64.5,2,4,51,13.5,3.9,2,5,13.7,4,392,53,10,0,60.7,0,1,13,12.2,0.0,0,11.5,1,123,15,2
A.J. DeShazor Jr.,60748,LB,S ALABAMA,12,0,0,288,50.7,1,1,22,8.5,0.0,0,0,4.5,0,258,22,2,0,45.7,0,1,6,13.6,0.0,0,8.3,0,44,6,1
Sterrling Fisher,60749,LB,S ALABAMA,10,0,0,288,58.5,1,1,14,18.8,0.0,0,0,7.1,0,80,15,2,0,55.0,0,0,3,22.2,0.0,0,0.0,0,18,4,0
La'Kendrick Van Zandt,60760,LB,TCU,5,1,0,305,67.1,1,0,8,12.3,12.5,1,0,6.3,0,73,9,1,0,53.7,0,0,2,11.1,0.0,0,0.0,0,27,3,0
Garret Wallow,60761,LB,TCU,12,0,0,305,70.8,6,3,45,11.2,11.1,5,2,16.7,3,437,49,12,0,76.9,1,2,22,17.4,18.2,4,20.5,3,149,26,6
